Id,Authority,Hub,pageranks
20871615,0.005582,0.000943,0.000657
26181193,0.005522,0.022201,0.000122
25475740,0.005483,0.000905,0.000119
25849179,0.005479,0.000485,0.000256
23057551,0.005399,0.029773,0.000092
24624361,0.00536,0.027098,0.000085
20068070,0.005316,0.001445,0.000632
27002934,0.005307,0.023175,0.000051
15650050,0.005305,0.000382,0.002272
11100717,0.005273,0,0.003393
18388863,0.005167,0.000138,0.010307
24616882,0.005076,0.02676,0.00011
25099575,0.005033,0.001624,0.000405
22429596,0.004896,0.027207,0.000078
19602291,0.004894,0.001364,0.000233
19383375,0.004892,0.002653,0.000172
15485900,0.004864,0.000176,0.003487
23069641,0.004701,0.024297,0.000167
18507860,0.004622,0.000037,0.000157
23729402,0.004552,0.022612,0.00007
21285249,0.004508,0.000968,0.000535
20124459,0.004496,0,0.000691
19268590,0.004448,0.000388,0.001786
21731065,0.004402,0.001495,0.00233
19589159,0.004389,0.000179,0.000487
18166982,0.004352,0.000055,0.001814
21487248,0.004329,0.001884,0.000411
17924331,0.004216,0.000914,0.001499
10739756,0.004178,0.000345,0.003494
11170890,0.00414,0.000457,0.004205
26997480,0.004132,0.000099,0.002337
28588062,0.004111,0.027852,0.000032
22253870,0.003957,0.001122,0.000069
22416035,0.003936,0.000217,0.000419
21276604,0.003928,0.000412,0.000459
27443740,0.003904,0.001046,0.000361
21575865,0.003879,0.000015,0.001654
25634215,0.003867,0.025898,0.000259
22514011,0.003769,0.022124,0.000204
23544012,0.003766,0.000459,0.000278
22981675,0.003739,0,0.000966
21505135,0.003737,0,0.000735
19383379,0.003703,0.000864,0.000177
14681210,0.003659,0.000119,0.001611
24728189,0.003605,0.024699,0.000098
24675953,0.003592,0.002363,0.000326
17213823,0.003586,0.001349,0.000427
25452441,0.00356,0.000982,0.000342
21718592,0.003547,0.001178,0.000134
24579064,0.003543,0.026824,0.000069
25348513,0.003485,0.003765,0.00009
17999359,0.003458,0.001408,0.001432
24333842,0.00344,0.000327,0.000103
21945552,0.003414,0.001946,0.000034
19019415,0.00337,0.000133,0.000179
20858716,0.003352,0.00088,0.000354
22983061,0.003328,0.000895,0.000392
11044354,0.003275,0.000342,0.004252
25472942,0.003274,0.000053,0.000585
26181259,0.003269,0.024363,0.00009
19303847,0.003226,0.000326,0.001214
20729859,0.003204,0.000178,0.000767
15083174,0.003145,0.000312,0.000287
24879340,0.00309,0.024059,0.000081
27197267,0.003075,0.003758,0.000056
23232854,0.003063,0.023393,0.000076
22481932,0.003045,0.002709,0.000127
24788697,0.00303,0.003938,0.000104
23370117,0.003008,0.003388,0.000599
20410767,0.003001,0.000729,0.000183
24746645,0.002995,0.000528,0.000434
22833573,0.002931,0.022997,0.00015
19540122,0.002929,0.000299,0.000868
25512557,0.002891,0.000475,0.000174
23569316,0.00289,0.001027,0.001075
19584259,0.002853,0.000646,0.000639
19064968,0.002818,0.000009,0.000966
21135251,0.002818,0.000271,0.001269
26779812,0.002812,0,0.000124
28450426,0.00279,0.001037,0.00003
25737278,0.002772,0.024516,0.000145
16484695,0.002724,0.001354,0.001113
26415052,0.002692,0.000777,0.000073
24862760,0.002689,0.001874,0.000212
21952622,0.002687,0.000222,0.000597
25025963,0.002686,0,0.000155
26774475,0.002644,0.023386,0.000024
17466083,0.002629,0.001185,0.001164
23099806,0.002621,0.000216,0.000226
25916844,0.002576,0.022769,0.000049
11756561,0.002573,0.000372,0.00291
25847929,0.002565,0.000935,0.000194
25750544,0.002562,0.024408,0.000169
18349832,0.00256,0.001575,0.001403
25304686,0.002544,0.02217,0.000244
26745875,0.002526,0.026114,0.00007
9443863,0.002466,0.000038,0.004475
24172097,0.002466,0.000201,0.000083
28288110,0.002453,0.002775,0.000141
24843000,0.002449,0.023063,0.000128
20729858,0.002425,0.000383,0.000486
9560268,0.002415,0.000031,0.011578
22811390,0.002405,0.001075,0.000112
23269547,0.002384,0.000619,0.000133
11447276,0.002382,0.000086,0.003151
21148102,0.002375,0.000481,0.000692
24549055,0.002364,0.001948,0.000264
16141007,0.002351,0,0.003582
22836122,0.002323,0.003756,0.00034
22073281,0.002308,0.00034,0.000185
24088786,0.002306,0.002003,0.000208
26075229,0.002286,0.023792,0.000046
19671736,0.002278,0,0.00041
24478985,0.002273,0.024332,0.000092
12474142,0.002269,0.000133,0.001409
20871616,0.002258,0.000454,0.000459
17420451,0.002225,0.000257,0.001506
27074572,0.002211,0.024115,0.000551
19609323,0.002201,0.001351,0.000365
25537514,0.002183,0.024628,0.000271
15173236,0.002169,0.000442,0.001062
21385444,0.002144,0.001142,0.000173
20647319,0.002138,0,0.000511
21147910,0.002138,0,0.000609
26099045,0.002123,0,0.001169
20631063,0.002109,0.001625,0.000263
24763289,0.002102,0.001328,0.000283
24733792,0.0021,0.001325,0.000457
23716468,0.002078,0.022124,0.000124
27433846,0.00207,0.001863,0.000506
23565244,0.002062,0.000263,0.000195
10486320,0.002061,0.000368,0.00078
19798417,0.002061,0.00049,0.000552
23249957,0.002059,0.000009,0.000259
28831036,0.002044,0.006824,0.000034
16014699,0.002038,0.000839,0.002084
23522120,0.002034,0.023994,0.000079
25435541,0.002022,0.001545,0.000047
25192939,0.00202,0.002511,0.000134
21934105,0.001984,0.000152,0.000948
21900106,0.001968,0.000058,0.00024
16731627,0.001957,0.000534,0.011895
23262210,0.001956,0.004867,0.000023
24098868,0.001953,0.00136,0.000092
24139550,0.00195,0.00024,0.000152
22194698,0.00194,0.002368,0.000107
25847936,0.001939,0.000473,0.0004
24402422,0.001923,0,0.000197
25072261,0.001907,0.000706,0.000606
21654808,0.001885,0,0.000963
26511885,0.00188,0.00138,0.000204
28450425,0.001867,0.001293,0.000084
21670257,0.001844,0.000459,0.000155
16846527,0.001828,0.000147,0.00103
28250960,0.001826,0.028304,0.000018
17683622,0.00182,0.000465,0.000226
26745694,0.001805,0.003279,0.000018
22344029,0.001804,0,0.001211
25342917,0.001796,0.001122,0.000069
24776801,0.001783,0.000482,0.000266
22351618,0.001783,0.000264,0.000142
23704984,0.001775,0.001267,0.000091
25482078,0.001743,0.002065,0.000061
27530326,0.001741,0.02436,0.000093
24807107,0.001733,0.001483,0.000076
27471560,0.001728,0.024894,0.000044
21637299,0.001721,0.000242,0.000145
19834951,0.001708,0.000308,0.000046
23233716,0.001701,0.002102,0.000149
20565864,0.001681,0.000037,0.000785
12941707,0.001678,0,0.003258
19403702,0.001678,0.000792,0.000428
19770520,0.001675,0.000131,0.000269
29061967,0.001669,0.023102,0.000062
23344037,0.001651,0.026211,0.000103
9792861,0.00165,0.000064,0.001647
10560359,0.001649,0.000013,0.000039
24563076,0.001632,0,0.000943
24824314,0.001628,0.001023,0.000174
20122277,0.001617,0.001371,0.000165
21169536,0.00161,0.001612,0.000215
10788334,0.001607,0.000055,0.000931
18513387,0.001605,0.000525,0.000424
18196574,0.001592,0.001144,0.000367
25067956,0.001583,0.0002,0.000152
21873261,0.001573,0.000653,0.000694
25435542,0.001571,0.00166,0.00006
24252502,0.001566,0.000394,0.000163
20576095,0.001565,0,0.000967
18355772,0.001551,0.001418,0.001037
24153426,0.001543,0.00056,0.000501
27406733,0.00154,0.002784,0.000047
18593900,0.001535,0.000058,0.000242
28881569,0.001523,0.002969,0.000025
24449235,0.001523,0.000296,0.000153
19092773,0.001518,0.000464,0.00034
18349277,0.001503,0.000138,0.000262
22771033,0.001497,0.001168,0.000172
18607349,0.001496,0.000113,0.000337
15199141,0.001484,0.00031,0.001789
25199754,0.001482,0.002078,0.000059
18182601,0.001478,0.00191,0.001007
19336551,0.001463,0.000197,0.000055
11857015,0.001446,0.00053,0.0027
21409565,0.00144,0.000319,0.000292
23658460,0.001436,0.000313,0.000293
15381934,0.001426,0.001721,0.001679
28525389,0.001414,0.023514,0.000039
27993965,0.001405,0.023809,0.000051
23409019,0.001403,0.000197,0.000167
10978226,0.001398,0.00047,0.001274
18684498,0.001397,0.000442,0.000127
21123638,0.001396,0.002401,0.000206
24292448,0.001383,0.001673,0.000251
8917547,0.001376,0.000002,0.014081
25437005,0.001362,0.024348,0.00003
23558894,0.001354,0.024342,0.000054
23778531,0.001324,0.000094,0.000024
23867999,0.0013,0.023346,0.000176
8630282,0.001294,0,0.000329
24556218,0.001289,0.000542,0.000132
21990146,0.001281,0.000344,0.000331
26015868,0.001266,0.024103,0.000047
21278312,0.001259,0.000135,0.000069
9365162,0.001256,0.000012,0.002068
15217494,0.00125,0.000165,0.000209
18042939,0.001248,0.001066,0.000336
23269703,0.001245,0.000856,0.000364
28655785,0.001234,0.000286,0.000034
22843497,0.001217,0.000017,0.000086
15280931,0.001216,0,0.000162
9192668,0.00121,0.000031,0.014044
22703879,0.00121,0.000527,0.001096
26286255,0.001209,0.003329,0.000025
29053726,0.001205,0.004442,0.000016
24336406,0.001204,0,0.000045
24638001,0.001203,0.024561,0.000039
17426707,0.001185,0.001027,0.000263
21118973,0.001183,0.001132,0.000498
24454456,0.001179,0.001041,0.000058
21787400,0.001176,0.000878,0.000181
22253144,0.001175,0.00172,0.000093
17541404,0.001173,0.000135,0.000564
28097235,0.001172,0.023206,0.000039
29049607,0.001172,0.002214,0.000068
25919761,0.001169,0.00061,0.000071
25282148,0.001168,0.001628,0.000094
23055523,0.001154,0.024277,0.000112
25479140,0.001151,0.002088,0.000193
25316812,0.001143,0,0.00021
21870267,0.001141,0.000462,0.000051
23246380,0.001138,0.026406,0.000046
27492892,0.001138,0.022901,0.000051
12094328,0.001126,0.000038,0.000962
22889855,0.001125,0.001231,0.000341
19383352,0.001123,0.000038,0.000438
22544547,0.001122,0.002079,0.00013
25136594,0.00112,0.001769,0.000034
26753012,0.001111,0.024985,0.000017
14983014,0.00111,0,0.002657
26681312,0.001109,0.001083,0.000092
17625228,0.001103,0.000393,0.000053
15359272,0.001099,0.000163,0.000881
22679560,0.001097,0.000072,0.000038
19635604,0.001096,0.000171,0.000506
24485656,0.001095,0.001655,0.000097
15937124,0.001086,0.000092,0.001905
10373512,0.00108,0.000027,0.001976
23370825,0.00108,0.002175,0.000029
21385923,0.001078,0.000126,0.000142
19725991,0.001078,0,0.000037
19241424,0.001077,0.000028,0.000594
27898521,0.001077,0.027906,0.000068
25356972,0.001066,0.00038,0.000126
24893124,0.001062,0.001978,0.000101
23199084,0.00106,0.000707,0.000103
20368571,0.001058,0.000967,0.00039
23135763,0.001057,0.000323,0.001013
24366412,0.001055,0.000939,0.000111
18577985,0.001054,0.000077,0.000605
20233878,0.001054,0,0.000355
23793816,0.001053,0.02217,0.000165
21555554,0.001052,0.000804,0.00053
15545966,0.00105,0.001182,0.000414
28291774,0.001049,0.003226,0.000018
19996031,0.001048,0.002056,0.000229
22537934,0.001045,0,0.000109
19383376,0.001039,0.002045,0.00003
28242626,0.001037,0.004198,0.000051
9150155,0.001036,0.000005,0.002987
26568913,0.001034,0.02544,0.000047
29617664,0.00103,0.001153,0.000064
25494812,0.001024,0.000697,0.000079
25336561,0.001019,0.000335,0.000044
24811890,0.001019,0.000063,0.000301
19628690,0.001018,0.000266,0.00034
19615727,0.001015,0,0.000055
16417652,0.001013,0.001956,0.000263
16622123,0.001006,0.001138,0.000654
21990165,0.001006,0.000208,0.000128
26268938,0.001003,0.005784,0.000233
17764207,0.000998,0,0.000078
26043110,0.000997,0.022124,0.000067
19996028,0.000995,0,0.000605
22678057,0.000988,0.001526,0.000051
28765325,0.000983,0.023637,0.000035
27350785,0.00098,0.002832,0.000014
23881989,0.000978,0.000006,0.00007
21637635,0.000969,0.002099,0.000122
9150153,0.000968,0.000008,0.004045
17379580,0.000966,0.000868,0.001248
16369438,0.00095,0.000607,0.000643
21719596,0.000949,0.000325,0.000053
20482762,0.00094,0.000372,0.000193
23615697,0.000918,0.000387,0.000103
19656774,0.000917,0.001139,0.000536
25886519,0.000916,0.001176,0.000109
17909205,0.000913,0.00132,0.00011
27690218,0.000907,0.004991,0.000027
21830012,0.000902,0.000565,0.000116
25256238,0.000901,0.001354,0.000029
14680495,0.0009,0.000018,0.000898
26848529,0.000899,0.000155,0.000026
25224030,0.000894,0.001406,0.000158
26580448,0.000894,0.000133,0.000835
12181777,0.000886,0.000442,0.000149
21336636,0.000884,0.000592,0.000147
29021619,0.00088,0.02494,0.000026
26689913,0.000877,0.001723,0.000205
24013206,0.000874,0.001517,0.00018
25980754,0.000873,0.000947,0.000216
18704680,0.000869,0.000235,0.000157
26180923,0.000868,0.000228,0.000089
11248061,0.000865,0.000511,0.002033
18182994,0.00086,0.000058,0.000741
25236687,0.000856,0.00173,0.000058
16537453,0.000852,0.000898,0.000683
25376862,0.000852,0.000357,0.000077
28376175,0.000844,0.000708,0.000064
26976419,0.000839,0.001302,0.00012
25859162,0.000839,0.002627,0.000049
9811893,0.000832,0.000418,0.006163
22970155,0.000822,0.000084,0.000072
21244692,0.000822,0.000482,0.000185
12161607,0.000819,0,0.000974
23536562,0.000818,0.000438,0.000678
24742220,0.000815,0.001034,0.000041
9150148,0.000813,0.0001,0.00484
24841718,0.000809,0.000693,0.000162
21990134,0.000807,0.000317,0.000242
9042909,0.0008,0.000008,0.003265
19594276,0.000799,0.000005,0.000254
22053997,0.000784,0.001526,0.000211
18466632,0.000781,0.000055,0.000149
26145171,0.000779,0.001303,0.000085
24141787,0.000777,0.001567,0.000068
20852944,0.000777,0,0.000072
28566428,0.000773,0.022647,0.000033
23116406,0.000772,0.000219,0.000076
17888188,0.000768,0.00099,0.000105
12610208,0.000764,0.000316,0.00079
22085629,0.000764,0.001424,0.000031
24325915,0.000759,0.000018,0.000353
11207041,0.000757,0.000054,0.000266
23148997,0.000757,0.00014,0.000105
22415235,0.000755,0.02217,0.000058
28888541,0.000751,0.003158,0.000016
27367496,0.00075,0.022718,0.000034
21444874,0.000747,0.000306,0.000184
22144684,0.000747,0.000107,0.000133
22655046,0.000745,0.000746,0.000043
24348212,0.000744,0.001977,0.000038
28078645,0.000742,0.025178,0.00003
21199651,0.00074,0.000313,0.00029
15466005,0.000739,0.000063,0.000152
24922460,0.000735,0.001376,0.000035
23438721,0.000727,0.000017,0.000025
28976962,0.000724,0.001135,0.000039
25802882,0.000721,0.023623,0.000091
12861027,0.000715,0,0.001257
28222073,0.000714,0.001793,0.000016
15994883,0.000707,0,0.000837
22778154,0.000706,0.000058,0.000095
20002770,0.000706,0.000237,0.000207
22231763,0.000706,0.000001,0.00012
16116422,0.000705,0.000025,0.001761
15082902,0.000704,0.000349,0.000054
17949286,0.000704,0.000004,0.000108
22134241,0.00069,0.000075,0.000181
26569395,0.000689,0.023392,0.00002
10577927,0.000688,0.000027,0.001097
19543972,0.000682,0.00016,0.000088
19704162,0.000682,0.000022,0.000339
12145750,0.00068,0.000338,0.000298
20051372,0.00068,0,0.000236
19861535,0.000679,0.000035,0.0001
22328347,0.000678,0.000461,0.000099
27488874,0.000678,0.001329,0.000029
25884701,0.000677,0.003558,0.000015
15923272,0.000676,0.00001,0.000295
19491894,0.000673,0.00012,0.000041
20215531,0.000673,0.000059,0.001905
23536787,0.00067,0.026816,0.000086
21437439,0.000669,0.000182,0.000049
22176776,0.000669,0.000841,0.000027
25136623,0.000668,0.027623,0.00003
22314128,0.000666,0.000019,0.000277
28299801,0.000666,0.005694,0.000019
23383274,0.000665,0.000035,0.00004
19736695,0.000663,0,0.000176
24359602,0.000662,0.002441,0.000091
26824983,0.000662,0.000282,0.000067
25646469,0.000661,0.000529,0.000013
26534844,0.000661,0.001024,0.000027
21289082,0.00066,0,0.000079
23840564,0.000659,0.000003,0.00007
18431743,0.000657,0.000001,0.000374
26440929,0.000655,0.001224,0.000075
25351503,0.000655,0.000482,0.000533
18497862,0.000654,0.000869,0.000086
24686849,0.000654,0,0.000726
18543306,0.000653,0.000093,0.000142
20542480,0.000652,0.002137,0.000856
22737080,0.000651,0.000015,0.000068
18855126,0.000649,0.000091,0.00003
11250724,0.000648,0.000352,0.000205
18269736,0.000644,0,0.000237
19298662,0.000643,0.000105,0.000891
27614696,0.000643,0.025528,0.000019
22293751,0.000641,0.000088,0.000194
22290208,0.000641,0.001666,0.000018
23872790,0.000641,0.000005,0.000027
10353781,0.00064,0.000058,0.000223
26447876,0.000639,0.001186,0.000034
21358336,0.000635,0.000095,0.00032
22357538,0.000634,0.000208,0.000129
27221539,0.000631,0.002605,0.00002
26931795,0.000631,0.003825,0.000065
26354718,0.000629,0.022124,0.000044
23239986,0.000628,0.000038,0.000059
20332121,0.000628,0.000315,0.000253
26543556,0.000628,0.001384,0.000047
24698998,0.000626,0.001331,0.000091
27906166,0.000625,0.000109,0.000038
20974951,0.000625,0.000093,0.000095
21170264,0.000624,0.000128,0.000061
27739325,0.000622,0.001742,0.000064
27907908,0.000621,0.027761,0.000044
18326623,0.00062,0.000311,0.001302
27767231,0.000619,0.025889,0.000046
16507150,0.000617,0.000309,0.000577
21996371,0.000615,0.000704,0.000016
24690515,0.000613,0.000587,0.000027
25927356,0.000611,0.000438,0.000037
19471317,0.00061,0.000848,0.000135
22157293,0.000607,0.001147,0.000035
23481354,0.000606,0.000938,0.000076
18298804,0.000603,0.000036,0.000309
25923920,0.000601,0.000228,0.000014
21399666,0.000599,0.001029,0.000072
28408614,0.000598,0.000077,0.000053
19305427,0.000597,0.000009,0.000212
26250392,0.000596,0.000332,0.000026
25749384,0.000595,0.000249,0.000085
18270717,0.000595,0,0.00008
23108138,0.000594,0.000528,0.000137
21365267,0.000594,0.001247,0.000112
22569005,0.000594,0.00178,0.000017
23462725,0.000593,0.000548,0.000038
20309627,0.000592,0.000554,0.00012
27141062,0.000592,0.023654,0.000027
19423517,0.000591,0.001272,0.000248
25583476,0.000591,0.000863,0.000286
21654687,0.000588,0.001342,0.000082
25013433,0.000588,0.000139,0.000016
21597964,0.000587,0.000134,0.000039
20233726,0.000586,0.00012,0.000308
24775809,0.000583,0.00005,0.000071
24293293,0.000583,0.000152,0.000287
17010193,0.000582,0.000062,0.00016
26312527,0.000582,0.000306,0.000077
26553136,0.000581,0.00064,0.000057
24473064,0.000581,0.001096,0.000583
25789811,0.000578,0.000198,0.000016
11597317,0.000578,0.000113,0.000256
27087322,0.000578,0.002293,0.000033
20719876,0.000577,0.001093,0.000484
22010008,0.000577,0.000016,0.000208
10570174,0.000576,0.000448,0.007266
16513631,0.000573,0.000217,0.003179
25053826,0.000572,0.000583,0.00009
25884663,0.000571,0.000243,0.000089
20479284,0.00057,0.000013,0.000095
25132269,0.00057,0.022859,0.000163
21913181,0.00057,0.000496,0.000065
9245992,0.000568,0,0.008266
20003265,0.000568,0,0.000116
25616998,0.000567,0.001234,0.000039
16825431,0.000565,0.00031,0.00078
28541631,0.000565,0.02729,0.000014
28135145,0.000564,0.001194,0.000099
21750719,0.000563,0.001009,0.000058
19825178,0.000562,0.001926,0.000047
23531862,0.000561,0.000018,0.000047
21656744,0.000561,0.000626,0.000021
24155760,0.000561,0.000039,0.000038
27832076,0.000559,0.00018,0.000031
27959926,0.000559,0.022897,0.00011
29506471,0.000558,0.002955,0.000025
29020732,0.000558,0.002124,0.000014
28610746,0.000558,0.001799,0.000014
28072594,0.000558,0.025631,0.000014
23396107,0.000556,0,0.000058
19016568,0.000554,0.000031,0.000095
20877358,0.000554,0.000496,0.000146
18940471,0.000552,0.0003,0.000033
15475941,0.000552,0.000049,0.000563
20843305,0.00055,0.000812,0.000208
26025000,0.000547,0.002596,0.000038
25337581,0.000547,0.001049,0.000024
29710224,0.000546,0.000179,0.000015
7577475,0.000545,0,0.006227
25011685,0.000544,0.000135,0.00008
21060860,0.000544,0.001178,0.000307
27211550,0.000542,0.000423,0.00012
22315412,0.000539,0.000032,0.000212
17079251,0.000537,0.000319,0.000297
22593799,0.000537,0,0.00018
20230646,0.000536,0,0.000318
17603881,0.000535,0.000379,0.000156
29464354,0.000535,0.033011,0.000028
29191972,0.000534,0.003781,0.000015
23885284,0.000534,0.000035,0.000021
22121227,0.000533,0,0.000318
15606925,0.000532,0.000031,0.000129
22331464,0.000532,0.000953,0.000349
23112151,0.000532,0,0.000241
29165356,0.00053,0.000029,0.000025
10507777,0.000529,0.00006,0.000331
22739988,0.000528,0,0.000185
21487411,0.000527,0.000517,0.000198
28002809,0.000526,0.023088,0.000021
15700044,0.000523,0.000027,0.00022
21994901,0.000523,0,0.000177
26711789,0.000522,0,0.00003
24330428,0.000521,0.022124,0.000048
29459887,0.000518,0.00415,0.000018
14609432,0.000517,0.00083,0.000158
27216078,0.000516,0.02321,0.000044
20407015,0.000515,0.000041,0.000224
25069863,0.000515,0,0.000038
22166947,0.000513,0.000505,0.000253
24978188,0.000512,0,0.000227
21441901,0.000511,0.000003,0.000158
22649661,0.000507,0.000063,0.000026
28472989,0.000507,0.000861,0.000041
27200296,0.000506,0.026093,0.000031
28471392,0.000506,0.000044,0.000015
21593217,0.000506,0.00053,0.000333
25288723,0.000505,0.000193,0.000179
19626602,0.000502,0,0.000136
26584681,0.0005,0,0.000016
26221207,0.000499,0.000037,0.000067
23748177,0.000498,0.000456,0.000029
18451181,0.000484,0.00023,0.000702
18824701,0.000482,0.000187,0.000338
23146216,0.00048,0.001537,0.000187
21076401,0.000474,0.000497,0.000568
19942681,0.00047,0.000325,0.000177
23918944,0.000456,0.001487,0.000182
23448497,0.000456,0.001925,0.000058
24887359,0.000455,0.000914,0.000178
23071261,0.000453,0.001543,0.000183
16914443,0.000452,0.000037,0.000802
20411323,0.000448,0.000192,0.000083
24998779,0.000446,0.006566,0.000068
27037238,0.000441,0.00212,0.000228
24346285,0.00044,0.00135,0.000131
15235020,0.000436,0.000009,0.001842
20644999,0.000425,0.000417,0.000118
28087643,0.000423,0.002989,0.000042
20418484,0.000421,0.001169,0.000194
20927582,0.000418,0.000502,0.000123
25113031,0.000415,0.001095,0.000191
21717445,0.000413,0.000411,0.00016
9585613,0.000396,0.000042,0.001113
19875419,0.000393,0.000425,0.000269
26658419,0.000391,0.000342,0.000149
23935836,0.000389,0.000997,0.000034
21637503,0.000388,0.00036,0.000321
17541692,0.000387,0.000306,0.000088
17307836,0.000384,0.000495,0.000317
10090881,0.000383,0.000028,0.002261
21165770,0.000383,0.000565,0.00005
19088722,0.00038,0.000006,0.000128
18557994,0.000375,0.001118,0.000205
18627636,0.000368,0.000249,0.000144
25510853,0.000368,0,0.000322
24484606,0.000367,0.000227,0.000183
24323938,0.000365,0.002556,0.000085
19210013,0.000364,0.000504,0.00026
18703817,0.000361,0.001324,0.000147
8533757,0.000358,0,0.013223
26483394,0.000355,0.000061,0.000063
17660459,0.000351,0,0.000284
20840664,0.00035,0.000052,0.000394
21394499,0.000348,0.000188,0.000335
26640152,0.000347,0.002635,0.000025
26564481,0.000341,0.001606,0.000039
26236408,0.000341,0.000663,0.000061
26546619,0.000341,0.000654,0.000068
18288683,0.000339,0.000295,0.000065
15784723,0.000339,0,0.000451
17187672,0.000336,0.000888,0.0002
24312913,0.000331,0.000797,0.000066
25857409,0.000331,0.001434,0.000056
22162228,0.000331,0.000453,0.00032
16052221,0.000327,0.001135,0.000482
17016486,0.000326,0.000984,0.000324
18373407,0.000325,0.000002,0.000241
22348646,0.000319,0.001223,0.00034
24835992,0.000313,0.000668,0.000076
28735897,0.00031,0.002331,0.000058
26484312,0.000309,0.002083,0.000065
16575876,0.000306,0.001263,0.000939
24519767,0.000302,0.001059,0.000146
16495917,0.000301,0.0009,0.000148
12114473,0.0003,0.000028,0.000538
20736950,0.000299,0.000173,0.000296
20513136,0.000298,0.000148,0.000215
26180927,0.000298,0.001155,0.00003
21819606,0.000297,0.001668,0.000047
28575672,0.000295,0.000609,0.000115
17396147,0.000294,0.000057,0.000342
26784987,0.000293,0.000169,0.000044
15277238,0.000292,0.00021,0.000314
28356425,0.000292,0.002272,0.000025
21278446,0.000291,0.000144,0.000481
27264184,0.000291,0.023854,0.000059
21932393,0.000291,0.000721,0.000056
12161606,0.000289,0,0.000353
23677535,0.000287,0.001847,0.000022
24894818,0.000286,0.000165,0.00006
14580256,0.000283,0.000252,0.000422
9150150,0.000282,0.000036,0.005126
23961350,0.000282,0.000105,0.00005
23586058,0.000281,0.001682,0.00012
24830819,0.000281,0.001227,0.00014
23836560,0.00028,0.000163,0.000282
29053959,0.000278,0.000804,0.000064
15084244,0.000277,0,0.000574
26153499,0.000274,0.001907,0.000062
23362014,0.000272,0.000026,0.000125
23935381,0.000271,0.002368,0.000034
27595995,0.000264,0.001311,0.000053
22556274,0.000264,0.001369,0.000103
16905680,0.00026,0.001785,0.000267
