Id,Authority,Hub,pageranks
18313025,0.000013,0.00003,0.000172
24489791,0.000013,0.000239,0.000024
23161755,0.000013,0.000014,0.000109
20222999,0.000013,0,0.000037
21463514,0.000013,0,0.000278
21727289,0.000013,0,0.000719
27428646,0.000013,0.000417,0.000088
22576693,0.000013,0,0.000206
29570666,0.000013,0.000059,0.000014
26517870,0.000013,0.000002,0.00004
24172832,0.000013,0,0.000144
29365031,0.000013,0.000134,0.000025
29101113,0.000013,0,0.000036
21756124,0.000012,0.000001,0.000025
10978364,0.000012,0,0.00002
26496879,0.000012,0.002282,0.000026
12920090,0.000012,0,0.000017
15138483,0.000012,0,0.00032
15879497,0.000012,0,0.000159
24423928,0.000012,0.000055,0.000025
21604016,0.000012,0,0.000027
24004841,0.000012,0,0.000043
24556691,0.000012,0,0.00004
25838159,0.000012,0,0.000041
25944041,0.000012,0,0.000014
28766224,0.000012,0.000001,0.000018
12911837,0.000011,0.000164,0.00013
19808958,0.000011,0.000129,0.000221
24301060,0.000011,0.000022,0.000014
28858227,0.000011,0.004088,0.00003
15955237,0.000011,0,0.000124
27459855,0.000011,0.000093,0.000072
19720778,0.000011,0,0.000104
20376879,0.000011,0,0.000089
24084722,0.000011,0,0.00016
26637267,0.000011,0.000145,0.000115
27066510,0.00001,0.001737,0.000029
16539040,0.00001,0.000054,0.000025
9832031,0.00001,0,0.000285
24962108,0.00001,0.000518,0.000047
24171172,0.00001,0.000062,0.000056
22401137,0.00001,0.000194,0.000049
22383991,0.00001,0.000209,0.000049
24784564,0.00001,0.001212,0.000095
27422778,0.00001,0.000038,0.000026
24075727,0.00001,0.000024,0.000041
28122244,0.00001,0.000454,0.000016
28843361,0.00001,0.002139,0.00002
27081256,0.00001,0.000007,0.000014
27779110,0.000009,0.002992,0.000014
22425664,0.000009,0.001057,0.000027
27433848,0.000009,0.000019,0.000036
20543987,0.000009,0.000228,0.000014
18158561,0.000009,0,0.000027
26246475,0.000009,0.000271,0.000025
26831751,0.000009,0.000072,0.000041
26021697,0.000009,0.000858,0.000027
20180951,0.000009,0,0.000077
24265860,0.000009,0.000014,0.000127
26240684,0.000009,0.000024,0.000041
10889864,0.000008,0.000003,0.00009
19429733,0.000008,0.000055,0.000062
9652774,0.000008,0,0.000016
11161375,0.000008,0,0.000043
26908327,0.000008,0.001359,0.000049
23100628,0.000008,0.000516,0.000147
19836377,0.000008,0.000257,0.000164
24949998,0.000008,0.000576,0.000019
27225637,0.000008,0.000413,0.000014
24302565,0.000008,0.000045,0.000051
23966166,0.000008,0.000278,0.000063
27741277,0.000008,0,0.000054
8863152,0.000007,0,0.000128
27941124,0.000007,0.002104,0.000051
9484819,0.000007,0,0.000235
27443514,0.000007,0.0023,0.000044
20167074,0.000007,0.000306,0.000148
15217503,0.000007,0.000306,0.000146
17940634,0.000007,0.000639,0.000027
16177181,0.000007,0.000054,0.000104
16029503,0.000007,0.00012,0.000035
20202217,0.000007,0.00001,0.000111
23113073,0.000007,0.000914,0.000033
27493913,0.000007,0.000639,0.000032
24040396,0.000007,0.000212,0.000048
16672066,0.000007,0.000052,0.000411
28323334,0.000007,0.003667,0.000024
28569220,0.000007,0.003854,0.000016
21161372,0.000007,0.000071,0.000018
26028963,0.000007,0.000036,0.000033
28676659,0.000007,0.000551,0.000014
22984553,0.000007,0.000031,0.000095
24213462,0.000007,0.000308,0.000029
26380221,0.000007,0.000794,0.000014
18447953,0.000007,0,0.000272
29074453,0.000007,0.000374,0.000019
22872141,0.000007,0,0.000085
29025585,0.000007,0.000065,0.000026
8932343,0.000006,0.000012,0.002069
27134689,0.000006,0.000306,0.000027
26986251,0.000006,0.001762,0.000033
24078348,0.000006,0,0.000118
25671134,0.000006,0.000138,0.000018
25945522,0.000006,0.000447,0.00004
23971979,0.000006,0.000264,0.000043
26406445,0.000006,0.000866,0.000038
21673951,0.000006,0.000832,0.000026
16595073,0.000006,0,0.000096
19620486,0.000006,0.000835,0.000026
23653579,0.000006,0.000013,0.000153
26897130,0.000006,0.000008,0.000025
25402475,0.000006,0.000476,0.000029
20233484,0.000006,0,0.00002
27195161,0.000006,0.000044,0.000016
28076423,0.000006,0.000063,0.000015
25006670,0.000006,0.000005,0.000038
26484152,0.000006,0,0.000047
26600777,0.000006,0.000021,0.000031
26474971,0.000006,0,0.000097
10963680,0.000005,0.000012,0.000254
9400936,0.000005,0.000041,0.00007
24678132,0.000005,0.000244,0.000035
19089844,0.000005,0.000306,0.00005
15734731,0.000005,0,0.000358
23504063,0.000005,0.000693,0.000014
24104964,0.000005,0.000036,0.000144
27272763,0.000005,0.000004,0.000014
25624909,0.000005,0.000077,0.000024
23833673,0.000005,0.000012,0.000035
23086584,0.000005,0.001936,0.000014
20204945,0.000005,0.000013,0.000076
25700605,0.000005,0.00024,0.000015
24906410,0.000005,0.000008,0.000017
28099152,0.000005,0.022564,0.000018
23774697,0.000005,0.000063,0.000106
20664703,0.000005,0,0.000402
26245632,0.000005,0.000037,0.000027
21883167,0.000005,0,0.000044
15858120,0.000004,0.000091,0.00003
10724455,0.000004,0.000085,0.000936
18651949,0.000004,0.000109,0.000036
17324252,0.000004,0.00031,0.000111
14583096,0.000004,0.000306,0.000079
23855721,0.000004,0.000007,0.000053
19289793,0.000004,0.000051,0.000322
18816319,0.000004,0.000923,0.000061
26137966,0.000004,0.000005,0.000117
28738860,0.000004,0.000054,0.000025
12161611,0.000004,0,0.000021
29371908,0.000004,0.000945,0.000014
26844277,0.000004,0.000056,0.000026
27356891,0.000004,0.000021,0.000014
21092294,0.000004,0.00004,0.000048
26239137,0.000004,0.000099,0.000024
22765268,0.000004,0.000002,0.000153
25243787,0.000004,0.000154,0.000148
20454511,0.000004,0.000046,0.000105
27550454,0.000004,0.000386,0.000029
22378286,0.000004,0,0.000034
23813303,0.000004,0,0.000108
27496122,0.000004,0.00003,0.000014
24297247,0.000004,0,0.000025
28459104,0.000004,0.000088,0.000041
29522266,0.000004,0.000399,0.000014
25557953,0.000004,0,0.000256
28878254,0.000004,0.000067,0.000026
11452363,0.000003,0.00008,0.000056
11710835,0.000003,0.000053,0.000201
11305950,0.000003,0.000009,0.000025
28205045,0.000003,0.001774,0.000018
11434878,0.000003,0.000027,0.000016
28591191,0.000003,0.002785,0.000015
15834239,0.000003,0.000365,0.000125
24667084,0.000003,0.002032,0.000028
23179792,0.000003,0.00033,0.000029
14680492,0.000003,0.000344,0.000044
25604794,0.000003,0.000093,0.000029
19553191,0.000003,0.000058,0.000173
25674498,0.000003,0.000092,0.000014
19902366,0.000003,0.000122,0.000318
25712765,0.000003,0.001369,0.000026
25337721,0.000003,0.000068,0.000055
21576230,0.000003,0.000533,0.000047
25187270,0.000003,0.000042,0.000031
27449664,0.000003,0.000297,0.000034
23517070,0.000003,0.000042,0.000026
26979459,0.000003,0.00014,0.000058
21691207,0.000003,0.000002,0.000059
23776363,0.000003,0.000362,0.000062
24946155,0.000003,0.000899,0.000044
21368091,0.000003,0.000078,0.000144
25803638,0.000003,0.000639,0.000142
29158857,0.000003,0.000004,0.00002
27087880,0.000003,0.000024,0.000018
23587053,0.000003,0.023457,0.000017
28526081,0.000003,0.001075,0.000028
24784001,0.000003,0.000012,0.000215
26964030,0.000003,0.000131,0.000034
29635390,0.000003,0.002557,0.000035
26678268,0.000003,0.000014,0.000082
25935535,0.000003,0.000142,0.000109
27630279,0.000003,0,0.000025
27597870,0.000003,0,0.000051
26987529,0.000002,0.001842,0.000042
11429050,0.000002,0.000394,0.000059
20920338,0.000002,0.000001,0.000038
28487467,0.000002,0.000302,0.000033
9742920,0.000002,0.00008,0.000017
27067391,0.000002,0.000864,0.000027
28351343,0.000002,0.00007,0.000014
23300341,0.000002,0.000095,0.000016
27553291,0.000002,0.000534,0.000033
25427996,0.000002,0.000318,0.000025
19543528,0.000002,0.000367,0.000073
24583581,0.000002,0.000519,0.000029
10389980,0.000002,0,0.000169
24772314,0.000002,0.000232,0.00002
29872710,0.000002,0.000129,0.00004
22933969,0.000002,0.000001,0.000021
11577167,0.000002,0,0.000142
21383541,0.000002,0.000062,0.000133
20567632,0.000002,0.000037,0.000275
29541174,0.000002,0.001733,0.000014
27643881,0.000002,0.001519,0.000036
26748927,0.000002,0.001353,0.00002
23071527,0.000002,0.000575,0.000016
25027116,0.000002,0.000222,0.00005
28970858,0.000002,0.000558,0.000018
22669161,0.000002,0.00023,0.000129
25099078,0.000002,0.00004,0.000014
27670257,0.000002,0.000751,0.000014
27213343,0.000002,0.022397,0.000078
29460995,0.000002,0.000147,0.00002
27742670,0.000002,0.000143,0.000048
28905878,0.000002,0.000121,0.000015
24629067,0.000002,0.000044,0.000018
22875147,0.000002,0,0.000044
27632928,0.000002,0.000024,0.000025
26132471,0.000002,0,0.000164
26530882,0.000002,0,0.000058
30022119,0.000002,0.000133,0.00004
28579318,0.000001,0.000108,0.000025
7640222,0.000001,0,0.000137
15756256,0.000001,0.001169,0.000181
28961279,0.000001,0.00101,0.000026
26852130,0.000001,0.00013,0.000016
27537391,0.000001,0.000256,0.000015
28624978,0.000001,0.000978,0.000026
21708937,0.000001,0.002223,0.000064
11207042,0.000001,0.000361,0.000032
17102813,0.000001,0.000023,0.000037
27603373,0.000001,0.000983,0.000025
22253860,0.000001,0.000031,0.000119
26779294,0.000001,0.000543,0.000016
19725994,0.000001,0.000106,0.000015
19780917,0.000001,0.000011,0.000058
23411475,0.000001,0.000165,0.00004
22017761,0.000001,0.000093,0.000204
11250679,0.000001,0,0.00002
22972572,0.000001,0.000122,0.000026
23409121,0.000001,0.000025,0.000065
17617928,0.000001,0.000006,0.000062
25925750,0.000001,0.001255,0.00004
24171766,0.000001,0.000947,0.000033
22295226,0.000001,0.002194,0.000018
22275985,0.000001,0.00083,0.000023
15087495,0.000001,0,0.000095
29767749,0.000001,0.000301,0.000018
28687971,0.000001,0.000168,0.000031
18224251,0.000001,0.000007,0.000044
21465317,0.000001,0.00052,0.000135
21569354,0.000001,0.00003,0.000025
18440304,0.000001,0.000003,0.000327
28050887,0.000001,0.000179,0.000028
28487881,0.000001,0.000247,0.000026
28028375,0.000001,0.000136,0.000016
28893223,0.000001,0.000058,0.000015
26183081,0.000001,0.000015,0.000062
16945136,0.000001,0,0.000318
19390990,0.000001,0.000006,0.000031
27446417,0.000001,0.000035,0.000025
25522274,0.000001,0.001331,0.000067
19706752,0.000001,0.000009,0.00005
28439188,0.000001,0.000191,0.000026
24627472,0.000001,0.000013,0.000035
19442290,0.000001,0,0.000038
19706204,0.000001,0,0.000029
25880215,0.000001,0.000054,0.000117
26163143,0.000001,0.000001,0.000038
28802254,0.000001,0.000013,0.00004
29137223,0.000001,0.000055,0.000029
28009814,0.000001,0.000461,0.000024
29922827,0.000001,0.000899,0.00002
29126396,0.000001,0.000009,0.000015
27223487,0.000001,0.000005,0.000026
24625245,0.000001,0.000005,0.000027
26296701,0.000001,0.000161,0.000052
25865228,0.000001,0.000294,0.000066
23397024,0.000001,0,0.000018
25229012,0.000001,0.000002,0.000071
27708239,0.000001,0.000163,0.00004
24166281,0.000001,0,0.000073
24172081,0.000001,0,0.000105
26842001,0.000001,0.000074,0.000038
26730203,0.000001,0,0.000062
27901097,0.000001,0,0.000029
28123304,0,0.000003,0.000013
27402168,0,0.000083,0.000013
25847940,0,0.000082,0.000013
23554638,0,0.000309,0.000013
20223009,0,0.000867,0.000013
19134174,0,0.000003,0.000013
15209204,0,0.000003,0.000013
12381271,0,0.000003,0.000013
12045150,0,0.000024,0.000013
10471049,0,0.000007,0.000013
9712591,0,0.000003,0.000013
9585599,0,0.000003,0.000013
9429140,0,0.000016,0.000024
9255577,0,0.000003,0.000013
9150151,0,0.000011,0.000013
9150149,0,0.000003,0.000013
27630665,0,0.02337,0.000013
26391647,0,0.000066,0.000013
23644885,0,0.000131,0.000013
9413939,0,0.000012,0.000013
30258276,0,0.000367,0.000013
27923995,0,0.000703,0.000013
27834354,0,0.000577,0.000013
27689078,0,0.000046,0.000013
26483879,0,0.000397,0.000013
21512581,0,0.00018,0.000013
21286308,0,0.000002,0.000013
20215515,0,0.000002,0.000013
18382097,0,0.000002,0.000013
18299447,0,0.000002,0.000013
11950811,0,0.000058,0.000434
11531255,0,0.000002,0.000013
10362809,0,0.000002,0.000013
9671826,0,0.000002,0.000013
9033253,0,0.000002,0.000013
8950667,0,0.000005,0.000111
8570617,0,0.000002,0.000035
7479076,0,0.000002,0.000013
30069430,0,0,0.000013
28791409,0,0,0.000013
24916440,0,0.000027,0.000013
16623759,0,0.000003,0.000073
14645355,0,0,0.000013
12537564,0,0,0.000013
10555751,0,0,0.000013
10408855,0,0,0.000013
10389978,0,0,0.000013
10233843,0,0,0.000013
28938088,0,0.00304,0.000013
28357044,0,0.001244,0.000013
27454289,0,0.005116,0.000013
25853295,0,0.000008,0.000013
14684683,0,0.000008,0.000013
11355945,0,0.000008,0.000013
10901363,0,0.000026,0.000177
10682686,0,0.000091,0.000013
9326338,0,0.000008,0.000013
8933332,0,0.000008,0.000013
8880569,0,0.000008,0.000013
8651293,0,0.000008,0.000013
8548703,0,0,0.000062
8612250,0,0,0.000013
23317700,0,0,0.000013
8756642,0,0,0.000013
30135548,0,0.000029,0.000013
22347400,0,0.001001,0.000013
21472990,0,0.000117,0.000013
21157981,0,0.000029,0.000013
17997301,0,0.000029,0.000013
15047740,0,0.000029,0.000013
14633957,0,0.000159,0.000013
10471040,0,0.000029,0.000013
10360664,0,0.000029,0.000013
9924343,0,0.000029,0.000013
9777940,0,0.000029,0.000013
9588896,0,0.000029,0.000013
23776375,0,0.00175,0.000013
19165921,0,0.000003,0.000013
18687797,0,0.002398,0.000013
18178632,0,0.00003,0.000013
10027348,0,0.000004,0.000013
26981296,0,0.000001,0.000024
9888479,0,0.000019,0.000013
9649133,0,0.000036,0.000013
28588243,0,0,0.000013
8818936,0,0.000002,0.000013
20233468,0,0.000307,0.000013
9391879,0,0,0.000013
25548681,0,0.000149,0.000013
25380576,0,0.000482,0.000013
23613873,0,0.000031,0.000084
23285190,0,0.000482,0.000013
22542848,0,0.000031,0.000013
22073136,0,0.022154,0.000013
20389018,0,0.000031,0.000013
20185827,0,0.00014,0.000013
19509300,0,0.000031,0.000013
19327579,0,0.000093,0.000013
19101576,0,0.000424,0.000013
16914727,0,0.000031,0.000013
16741564,0,0.000031,0.000013
16229810,0,0.000031,0.000013
16109739,0,0.000031,0.000013
15967981,0,0.000031,0.000013
15226308,0,0.000031,0.000013
14612409,0,0.000031,0.000013
12809565,0,0.000031,0.000013
12559046,0,0.000031,0.000013
12509456,0,0.000031,0.000013
12058064,0,0.000031,0.000013
11742488,0,0.000031,0.000013
11359908,0,0.000044,0.000013
11250695,0,0.000031,0.000013
11056686,0,0.000031,0.000013
10584867,0,0.000104,0.000013
9653194,0,0.000031,0.000013
9382087,0,0.000058,0.000013
9342365,0,0.000058,0.000013
22825469,0,0,0.000013
15483347,0,0,0.000013
11376129,0,0,0.000013
10551800,0,0,0.000013
23359154,0,0,0.000013
21687537,0,0,0.000013
21059814,0,0,0.000013
19760029,0,0,0.000013
18332990,0,0,0.000013
16393667,0,0,0.000013
10817498,0,0,0.000013
10616684,0,0,0.000013
9863592,0,0,0.000013
29520654,0,0.000009,0.000013
28480178,0,0.000112,0.000013
27532258,0,0.002361,0.000013
26648754,0,0.000034,0.000013
23691450,0,0.000005,0.000013
23125888,0,0.000005,0.000013
22276005,0,0.00001,0.000046
21291532,0,0.000005,0.000013
19996029,0,0.00001,0.000013
18558006,0,0.00001,0.000013
12896911,0,0.000005,0.000013
9150173,0,0.000008,0.000013
24040146,0,0.001347,0.000013
22703186,0,0.001256,0.000013
15138471,0,0.000447,0.000013
12677142,0,0.000007,0.000013
11880951,0,0.000036,0.000013
11556835,0,0.000013,0.000013
10699057,0,0.00006,0.000013
9683585,0,0.000004,0.000013
29755871,0,0.000234,0.000013
29262604,0,0.000243,0.000013
28453507,0,0.000672,0.000013
26337050,0,0.000056,0.000013
23788959,0,0.000807,0.000013
22763381,0,0.000089,0.000013
19226467,0,0.000023,0.000029
19090970,0,0.000125,0.000013
19047089,0,0.000714,0.000013
18923645,0,0.000018,0.000013
18759965,0,0.000146,0.000013
18483326,0,0.000018,0.000013
18274079,0,0.000848,0.000013
16602826,0,0.000023,0.000013
12140314,0,0.000018,0.000013
10952774,0,0.000032,0.000013
10577931,0,0.000027,0.000013
10205276,0,0.00004,0.000013
10090879,0,0.000361,0.000013
9667663,0,0.000018,0.000049
30257646,0,0.000685,0.000013
28646826,0,0.000059,0.000013
27283172,0,0.001683,0.000013
27088617,0,0.000033,0.000013
26843614,0,0.001327,0.000013
26766567,0,0.000116,0.000013
26327783,0,0.000465,0.000013
25673085,0,0.000324,0.000013
25253900,0,0.001142,0.000013
24853948,0,0.000018,0.000013
22966347,0,0.00004,0.000013
22609909,0,0.000018,0.000013
21603858,0,0.001278,0.000013
21483040,0,0.000848,0.000013
21359843,0,0.000116,0.000013
19615095,0,0.000018,0.000013
18053174,0,0.000667,0.000013
18030340,0,0.001312,0.000013
17916242,0,0.001075,0.000013
17018815,0,0.001313,0.000013
16721370,0,0.000018,0.000013
16361123,0,0.000025,0.000049
11340759,0,0.000018,0.000035
11161404,0,0.000018,0.000013
10646903,0,0.000018,0.000013
10577929,0,0.000018,0.000013
30113427,0,0.001351,0.000013
25802341,0,0.00028,0.000013
22734169,0,0.001233,0.000018
22267502,0,0.000006,0.000013
21874107,0,0.0001,0.000013
20953242,0,0.000006,0.000013
22993654,0,0.000001,0.000013
20604969,0,0.000004,0.000013
9579822,0,0.000001,0.000013
29901183,0,0.000239,0.000013
29881398,0,0.000511,0.000013
29755873,0,0.000175,0.000013
29487695,0,0.000146,0.000013
29088781,0,0.000226,0.000013
28918466,0,0.000744,0.000013
28871186,0,0.000022,0.000013
28600340,0,0.000058,0.000013
28166811,0,0.000164,0.000013
25814778,0,0.00007,0.000013
25709717,0,0.000022,0.000013
24770866,0,0.000195,0.000013
24443550,0,0.000022,0.000013
23668689,0,0.000023,0.000013
19309274,0,0.001227,0.000013
15588316,0,0.000022,0.000013
10441573,0,0.000027,0.000013
29126202,0,0.000337,0.000013
26670335,0,0.000155,0.000013
25985138,0,0.000086,0.000013
23442605,0,0.000037,0.000013
11157798,0,0.000005,0.000013
11011113,0,0.000005,0.000013
29977557,0,0.000023,0.000013
28944232,0,0.000215,0.000013
27499891,0,0.000386,0.000038
27372834,0,0.000064,0.000013
27205903,0,0.000023,0.000013
26992017,0,0.001715,0.000033
25602001,0,0.000023,0.000013
23722471,0,0.000141,0.000013
23149842,0,0.000173,0.000013
22848222,0,0.001009,0.000013
21593597,0,0.000163,0.000013
20049842,0,0.000023,0.000013
15972300,0,0.000023,0.000013
15630470,0,0.000115,0.000013
11238682,0,0.000342,0.000013
10807692,0,0.000023,0.000087
10051006,0,0.000023,0.000013
26300670,0,0.000307,0.000013
12068374,0,0.000002,0.000013
10486319,0,0.000002,0.000013
10082707,0,0.000344,0.000013
29446198,0,0.001284,0.000013
17569143,0,0.000002,0.000013
28963981,0,0.000268,0.000013
27648563,0,0.000088,0.000013
25488918,0,0.001299,0.000013
24970156,0,0.000778,0.000013
24832651,0,0.001153,0.000013
24348209,0,0.000091,0.000013
23754376,0,0.001296,0.000013
23222131,0,0.000544,0.000013
22629260,0,0.000858,0.000013
22375013,0,0.000078,0.000013
21599536,0,0.000547,0.000013
21307306,0,0.000027,0.000013
21248164,0,0.000027,0.000013
21145576,0,0.000027,0.000013
20952512,0,0.000808,0.000013
18430140,0,0.000221,0.000013
18179693,0,0.000027,0.000013
17996711,0,0.000149,0.000013
17515903,0,0.000154,0.000013
17261595,0,0.000181,0.000013
16990250,0,0.000027,0.000013
15065660,0,0.000135,0.000013
12930944,0,0.000085,0.000013
12446782,0,0.000027,0.000013
11459983,0,0.0001,0.000013
11459982,0,0.000027,0.000013
11256631,0,0.000039,0.000013
10931916,0,0.000027,0.000013
10856252,0,0.000058,0.000013
10430580,0,0.000027,0.000013
9736627,0,0.000027,0.000013
9628903,0,0.000027,0.000013
9512535,0,0.000027,0.000013
9469824,0,0.000027,0.000013
9430650,0,0.000027,0.000013
9396801,0,0.000027,0.000013
30075081,0,0,0.000013
9207100,0,0,0.000275
27980064,0,0,0.000013
27488189,0,0,0.000013
27364376,0,0,0.000013
27220470,0,0,0.000013
27116033,0,0,0.000013
26875499,0,0,0.000013
26459865,0,0,0.000013
25712097,0,0,0.000013
25690893,0,0,0.000013
25237864,0,0,0.000013
24914053,0,0,0.000013
24449899,0,0,0.000013
24160921,0,0,0.000013
23542886,0,0,0.000013
20211840,0,0,0.000013
16022730,0,0,0.000013
14718380,0,0,0.000013
12720573,0,0,0.000013
12626728,0,0,0.000013
11788734,0,0,0.000013
10954614,0,0,0.000013
9647640,0,0,0.000013
9539761,0,0,0.000013
30286154,0,0.000174,0.000013
29641532,0,0.000116,0.000013
29021639,0,0.000051,0.000013
28427225,0,0.000507,0.000013
27655704,0,0.000013,0.000013
25803691,0,0.000027,0.000013
25798433,0,0.000842,0.000024
25524463,0,0.001287,0.000013
24275135,0,0.000361,0.000013
23748176,0,0.002335,0.000013
23222563,0,0.000013,0.000013
22435390,0,0.000226,0.000013
20368650,0,0.000356,0.000013
19805094,0,0.000319,0.000013
19176442,0,0.000352,0.000013
18922120,0,0.000013,0.000013
16079000,0,0.00005,0.000013
11720478,0,0.00005,0.000013
11309686,0,0.000321,0.000013
10732752,0,0.000013,0.000013
9770955,0,0.000013,0.000013
30228860,0,0,0.000013
9321770,0,0,0.000117
29182601,0,0,0.000013
29181263,0,0.000002,0.000013
27486481,0,0,0.000013
25946618,0,0,0.000013
23074688,0,0,0.000013
21435509,0,0,0.000013
20655265,0,0,0.000013
11073540,0,0,0.000013
9792865,0,0,0.000013
28928839,0,0.000874,0.000013
28679371,0,0.000441,0.000013
24175302,0,0.02246,0.000013
21402071,0,0.000028,0.000013
19890494,0,0.000414,0.000013
18156209,0,0.000028,0.000013
15287965,0,0.000055,0.000013
10558858,0,0.000028,0.000387
29844838,0,0,0.000013
30320429,0,0.000081,0.000013
30207098,0,0.000108,0.000013
30178398,0,0.000258,0.000013
30093737,0,0.000085,0.000013
29880983,0,0.000179,0.000013
29861850,0,0.002454,0.000013
29781100,0,0.000087,0.000013
29483665,0,0.002055,0.000013
29356578,0,0.001801,0.000013
29162654,0,0.001472,0.000013
29160558,0,0.000101,0.000013
28944288,0,0.000055,0.000013
28943953,0,0.000983,0.000013
28670484,0,0.000314,0.000013
28623477,0,0.000206,0.000013
28578505,0,0.000087,0.000013
28142043,0,0.000055,0.000013
28137790,0,0.000089,0.000013
27815748,0,0.000063,0.000013
27796713,0,0.00045,0.000013
27200080,0,0.000424,0.000013
26848446,0,0.000114,0.000013
26155950,0,0.000182,0.000013
26047126,0,0.000118,0.000013
25983549,0,0.000363,0.000013
25956172,0,0.000178,0.000013
25114845,0,0.001211,0.000013
24941967,0,0.000328,0.000013
24833917,0,0.000385,0.000013
24771903,0,0.000683,0.000013
24686888,0,0.000104,0.000013
24358447,0,0.000063,0.000013
24353130,0,0.000079,0.000013
24321553,0,0.000056,0.000013
24281205,0,0.000228,0.000013
24171047,0,0.000073,0.000013
24165150,0,0.000091,0.000013
24037976,0,0.000055,0.000013
23819023,0,0.001432,0.000013
23793601,0,0.001453,0.000013
23690142,0,0.000929,0.000013
23592716,0,0.000055,0.000013
23247828,0,0.001007,0.000013
23184082,0,0.000922,0.000018
23171648,0,0.000077,0.000013
22924092,0,0.000055,0.000013
22711611,0,0.000563,0.000013
22595938,0,0.000055,0.000013
22054804,0,0.000055,0.000013
21858794,0,0.000386,0.000013
21540561,0,0.000552,0.000013
21529750,0,0.000966,0.000013
20068151,0,0.000055,0.000013
20025726,0,0.000065,0.000013
19904271,0,0.000105,0.000013
19818148,0,0.000055,0.000013
19805686,0,0.000087,0.000013
19383884,0,0.000055,0.000013
19208375,0,0.000149,0.000013
19188678,0,0.000999,0.000013
19090507,0,0.000551,0.000013
19080039,0,0.000055,0.000013
19075251,0,0.000122,0.000013
18999202,0,0.000055,0.000013
18836779,0,0.000366,0.000013
18335566,0,0.000055,0.000013
18316752,0,0.000055,0.000013
18061181,0,0.000055,0.000013
17416862,0,0.000074,0.000013
17003396,0,0.000055,0.000013
16941638,0,0.000055,0.000013
16800895,0,0.000435,0.000145
16762045,0,0.000055,0.000013
16646800,0,0.001191,0.000013
16098152,0,0.000059,0.000013
15857495,0,0.000055,0.000013
15785743,0,0.000087,0.000013
11527843,0,0.000367,0.000013
28466039,0,0,0.000013
9460988,0,0,0.000133
17311676,0,0,0.000013
14514919,0,0,0.000013
12392596,0,0,0.000013
11953825,0,0,0.000013
11836442,0,0,0.000013
11376128,0,0,0.000013
11104563,0,0,0.000013
10471054,0,0,0.000013
10391090,0,0,0.000013
9653156,0,0,0.000013
12471197,0,0.000432,0.000013
30135627,0,0,0.000013
29528422,0,0,0.000013
28729543,0,0,0.000013
26862731,0,0,0.000013
26541290,0,0,0.000013
24376993,0,0,0.000013
23617930,0,0,0.000013
23049746,0,0,0.000013
22187037,0,0,0.000013
21595606,0,0,0.000013
20798883,0,0,0.000013
18414410,0,0,0.000013
17848944,0,0,0.000013
16538220,0,0,0.000013
12454765,0,0.000002,0.000013
11710829,0,0,0.000013
11286467,0,0.000306,0.000013
11259091,0,0,0.000013
10699050,0,0,0.000013
9862564,0,0,0.000013
30275608,0,0.023627,0.000013
30262796,0,0.000741,0.000013
30234181,0,0.026253,0.000013
30075794,0,0.000306,0.000013
29998082,0,0.001379,0.000013
29955703,0,0.000308,0.000013
29733510,0,0.000401,0.000013
29659587,0,0.002402,0.000013
29582646,0,0.000814,0.000013
29566657,0,0.000671,0.000013
29480828,0,0.004045,0.000013
29466291,0,0.002252,0.000013
29456844,0,0.000308,0.000013
29435039,0,0.001593,0.000013
29422015,0,0.000477,0.000013
29368425,0,0.001628,0.000013
29325452,0,0.001439,0.000013
29228967,0,0.000526,0.000013
29196913,0,0.000306,0.000013
29161300,0,0.000515,0.000013
28977883,0,0.000309,0.000013
28894848,0,0.000765,0.000013
28814288,0,0.002188,0.000013
28685084,0,0.001062,0.000013
28670351,0,0.000864,0.000013
28657222,0,0.003408,0.000013
28629773,0,0.001416,0.000013
28538673,0,0.001142,0.000013
28477017,0,0.002705,0.000013
28392550,0,0.000383,0.000013
28382102,0,0.000323,0.000013
28285341,0,0.001911,0.000013
28177912,0,0.000306,0.000013
28112991,0,0.000334,0.000013
28076950,0,0.000306,0.000013
27899083,0,0.001603,0.000013
27876019,0,0.000341,0.000013
27844253,0,0.000306,0.000013
27843583,0,0.00034,0.000035
27788678,0,0.002183,0.000013
27769992,0,0.000306,0.000013
27688728,0,0.000321,0.000013
27600412,0,0.000469,0.000013
27587993,0,0.000306,0.000013
27413415,0,0.000346,0.000013
27391110,0,0.001942,0.000013
27325848,0,0.000491,0.000013
27306910,0,0.000471,0.000013
27286002,0,0.000306,0.000013
27252788,0,0.00177,0.000013
27192130,0,0.000508,0.000013
27144894,0,0.00043,0.000013
27144062,0,0.002703,0.000013
27095945,0,0.000415,0.000013
27077130,0,0.000306,0.000013
27050030,0,0.000306,0.000013
27027444,0,0.000369,0.000013
26884819,0,0.000569,0.000013
26870808,0,0.001137,0.000013
26823519,0,0.000419,0.000013
26768420,0,0.000383,0.000013
26715507,0,0.001649,0.000013
26690337,0,0.001149,0.000013
26550133,0,0.000501,0.000013
26328548,0,0.000308,0.000013
26309417,0,0.025418,0.000013
26293705,0,0.000306,0.000013
26237476,0,0.000306,0.000013
26162567,0,0.000422,0.000013
26082944,0,0.000306,0.000024
26078790,0,0.000377,0.000013
26045257,0,0.000306,0.000013
26010605,0,0.001137,0.000013
25908947,0,0.000309,0.000013
