Id,Label,Authority,Hub,modularity_class,pageranks,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree
11879560,,0.001748,0.001531,89,0.000072,27,11,38,27,11,38
11739404,,0.002956,0.008691,100,0.000519,63,33,96,63,33,96
11389159,,0.001061,0.006936,89,0.000011,7,24,31,7,24,31
11250724,,0.002468,0.013282,100,0.000099,18,41,59,18,41,59
11250722,,0.000303,0.00902,89,0.00003,5,37,42,5,37,42
11250694,,0.001275,0.007371,89,0.000012,11,35,46,11,35,46
11179017,,0.037402,0.004227,1,0.000332,182,33,215,182,33,215
11056686,,0,0.010777,100,0.000007,0,35,35,0,35,35
11044354,,0.015697,0.007963,89,0.000333,129,28,157,129,28,157
10788334,,0.005179,0.007311,89,0.000084,59,27,86,59,27,86
10739756,,0.007776,0.005188,89,0.000106,42,28,70,42,28,70
10577927,,0.000896,0.004126,89,0.000035,10,24,34,10,24,34
10528853,,0.000098,0.005104,89,0.000014,4,8,12,4,8,12
10486320,,0.003365,0.006818,89,0.00003,23,20,43,23,20,43
10441573,,0.00081,0.00166,89,0.00001,6,9,15,6,9,15
10205268,,0.00153,0.001546,231,0.000156,36,6,42,36,6,42
10090879,,0,0.004975,89,0.000007,0,25,25,0,25,25
9799248,,0.001868,0.004456,41,0.000314,70,8,78,70,8,78
9792861,,0.004056,0.005747,89,0.000062,39,31,70,39,31,70
9667663,,0.000006,0.003802,89,0.00001,1,10,11,1,10,11
9649133,,0.000713,0.004282,89,0.000052,13,16,29,13,16,29
9635841,,0,0.000274,89,0.000007,0,1,1,0,1,1
9429140,,0.000056,0.005982,89,0.00001,1,17,18,1,17,18
9357627,,0,0.001832,89,0.000007,0,6,6,0,6,6
9245992,,0.004556,0.006246,89,0.000163,55,12,67,55,12,67
9197534,,0.00011,0.001472,89,0.000008,2,16,18,2,16,18
9155062,,0.000084,0.001564,89,0.000016,3,7,10,3,7,10
9150174,,0.001625,0.005258,89,0.000022,13,13,26,13,13,26
9150173,,0.004381,0.004495,89,0.000029,26,16,42,26,16,42
9150172,,0,0.002496,89,0.000007,0,13,13,0,13,13
9150171,,0.001918,0.004568,89,0.000042,21,8,29,21,8,29
9150154,,0.003563,0.005145,89,0.000144,36,17,53,36,17,53
9150153,,0.00392,0.005684,89,0.000099,47,16,63,47,16,63
9150151,,0.004214,0.005924,89,0.000087,31,26,57,31,26,57
9150149,,0.003001,0.007244,89,0.000094,31,18,49,31,18,49
9150148,,0.007664,0.003938,89,0.000146,78,39,117,78,39,117
9132280,,0,0.000274,89,0.000007,0,1,1,0,1,1
9042909,,0.00423,0.002408,89,0.000074,50,18,68,50,18,68
9042907,,0.002151,0.004783,89,0.000106,30,15,45,30,15,45
9012404,,0.002212,0.004257,89,0.000093,39,9,48,39,9,48
8981943,,0,0.000274,89,0.000007,0,1,1,0,1,1
8933332,,0.000774,0.00825,89,0.000017,8,35,43,8,35,43
8880569,,0.000114,0.005025,89,0.000008,1,10,11,1,10,11
8806241,,0.000361,0.004547,89,0.000019,6,9,15,6,9,15
8651293,,0.001202,0.00563,89,0.000021,13,20,33,13,20,33
8644703,,0.002026,0.003989,89,0.00008,18,10,28,18,10,28
8616352,,0,0.00417,89,0.000007,0,9,9,0,9,9
24179442,,0,0.0015,89,0.000007,0,19,19,0,19,19
7495979,,0.000029,0,89,0.000007,1,0,1,1,0,1
28900330,,0,0.000146,69,0.000007,0,3,3,0,3,3
7507078,,0.000005,0,69,0.000012,2,0,2,2,0,2
28785294,,0,0.000004,89,0.000007,0,1,1,0,1,1
7511021,,0.000202,0,89,0.000075,13,0,13,13,0,13
18461349,,0,0.000182,89,0.000007,0,3,3,0,3,3
14684683,,0,0.000082,89,0.000007,0,2,2,0,2,2
9190201,,0,0.000004,89,0.000007,0,1,1,0,1,1
8794866,,0,0.000004,89,0.000007,0,1,1,0,1,1
8603923,,0,0.000004,89,0.000007,0,1,1,0,1,1
8554067,,0.001675,0.004107,89,0.000077,19,13,32,19,13,32
8533757,,0.0041,0.006171,89,0.000075,35,19,54,35,19,54
7539810,,0,0.000004,89,0.000007,0,1,1,0,1,1
7534039,,0,0.000004,89,0.000007,0,1,1,0,1,1
7529919,,0,0.000004,89,0.000007,0,1,1,0,1,1
7529318,,0,0.000004,89,0.000007,0,1,1,0,1,1
7513705,,0,0.000004,89,0.000007,0,1,1,0,1,1
23119097,,0,0,0,0.000007,0,1,1,0,1,1
7511052,,0,0,0,0.000019,2,0,2,2,0,2
18364049,,0,0,0,0.000007,0,1,1,0,1,1
27716388,,0.000282,0.008413,89,0.000024,8,18,26,8,18,26
7519878,,0.000387,0,89,0.000067,5,0,5,5,0,5
7977348,,0.000686,0.000602,89,0.000128,14,3,17,14,3,17
7611277,,0.002373,0.005506,89,0.000113,30,13,43,30,13,43
7490308,,0,0.005474,89,0.000007,0,21,21,0,21,21
23805307,,0.000269,0.003867,90,0.000026,11,24,35,11,24,35
7529047,,0.000546,0,89,0.000034,10,0,10,10,0,10
22669161,,0.000017,0.000804,231,0.000058,12,12,24,12,12,24
21949216,,0,0.000019,89,0.000007,0,2,2,0,2,2
21472990,,0.004518,0.007206,72,0.00024,80,22,102,80,22,102
11710835,,0.000072,0.004371,89,0.000014,2,15,17,2,15,17
11346464,,0,0.000032,89,0.000007,0,6,6,0,6,6
9643283,,0.000343,0.006727,89,0.000017,6,17,23,6,17,23
8980399,,0,0.00001,89,0.000007,0,1,1,0,1,1
30458859,,0,0.006262,140,0.000007,0,30,30,0,30,30
7545954,,0.138893,0,89,0.002458,930,0,930,930,0,930
30453575,,0,0.018691,140,0.000007,0,48,48,0,48,48
30443181,,0,0.005316,5,0.000007,0,17,17,0,17,17
30441849,,0,0.009938,1,0.000007,0,22,22,0,22,22
30416390,,0,0.005187,5,0.000007,0,17,17,0,17,17
30405761,,0,0.003258,100,0.000007,0,5,5,0,5,5
30400234,,0,0.00639,89,0.000007,0,26,26,0,26,26
30344568,,0,0.00544,89,0.000007,0,17,17,0,17,17
30323273,,0,0.00413,89,0.000007,0,10,10,0,10,10
30320429,,0,0.003474,5,0.000007,0,18,18,0,18,18
30283497,,0,0.006742,140,0.000007,0,29,29,0,29,29
30254159,,0,0.002758,90,0.000007,0,5,5,0,5,5
30249004,,0,0.003591,5,0.000007,0,14,14,0,14,14
30241137,,0,0.00433,5,0.000007,0,14,14,0,14,14
30211169,,0,0.007888,1,0.000007,0,28,28,0,28,28
30210910,,0,0.010508,231,0.000007,0,5,5,0,5,5
30186165,,0,0.006215,35,0.000007,0,31,31,0,31,31
30166705,,0,0.005127,89,0.000007,0,9,9,0,9,9
30149579,,0,0.022644,69,0.000007,0,17,17,0,17,17
30145940,,0,0.003403,89,0.000007,0,2,2,0,2,2
30130155,,0,0.006592,89,0.000007,0,20,20,0,20,20
30128181,,0,0.002651,168,0.000007,0,2,2,0,2,2
30124007,,0,0.002649,90,0.000007,0,2,2,0,2,2
30116257,,0,0.003622,231,0.000007,0,17,17,0,17,17
30084716,,0,0.002755,5,0.000007,0,6,6,0,6,6
30075112,,0,0.009354,35,0.000007,0,17,17,0,17,17
30048498,,0,0.002652,5,0.000007,0,3,3,0,3,3
30042185,,0.000018,0.01461,1,0.000007,1,28,29,1,28,29
29977717,,0,0.002649,89,0.000007,0,1,1,0,1,1
29955703,,0,0.006136,279,0.000013,1,20,21,1,20,21
29938003,,0,0.004432,35,0.000007,0,20,20,0,20,20
29872710,,0.000004,0.006932,140,0.000022,3,9,12,3,9,12
29844838,,0,0.002961,24,0.000013,1,4,5,1,4,5
29785135,,0,0.00316,89,0.00001,1,18,19,1,18,19
29770616,,0,0.00862,1,0.000013,1,23,24,1,23,24
29757984,,0,0.005579,100,0.000007,0,21,21,0,21,21
29755873,,0,0.005728,140,0.000007,0,14,14,0,14,14
29755871,,0,0.013003,89,0.000007,0,44,44,0,44,44
29682331,,0,0.005119,5,0.000007,0,16,16,0,16,16
29681614,,0,0.008567,89,0.000007,0,31,31,0,31,31
29673145,,0,0.003615,100,0.000007,0,12,12,0,12,12
29671401,,0,0.003405,89,0.000007,0,3,3,0,3,3
29660759,,0,0.042925,1,0.000007,0,35,35,0,35,35
29650789,,0,0.012664,35,0.000007,0,8,8,0,8,8
29623263,,0,0.005673,205,0.000007,0,10,10,0,10,10
29622581,,0,0.00344,35,0.000007,0,6,6,0,6,6
29584711,,0,0.004208,35,0.00001,1,14,15,1,14,15
29570666,,0.000039,0.002856,89,0.000007,1,14,15,1,14,15
29565421,,0,0.005148,5,0.000007,0,19,19,0,19,19
29492227,,0,0.0054,231,0.000013,1,35,36,1,35,36
29484036,,0,0.002649,89,0.000007,0,1,1,0,1,1
29465570,,0,0.002649,89,0.000007,0,1,1,0,1,1
29435039,,0,0.012845,89,0.000007,0,34,34,0,34,34
29427345,,0.000897,0.021759,1,0.000007,2,25,27,2,25,27
29389935,,0,0.003403,89,0.000007,0,2,2,0,2,2
29383094,,0.000039,0.009626,1,0.000007,1,17,18,1,17,18
29382703,,0,0.005032,231,0.000007,0,33,33,0,33,33
29349042,,0,0.002649,89,0.000007,0,1,1,0,1,1
29330845,,0.000149,0.003939,5,0.000007,1,11,12,1,11,12
29299148,,0,0.003986,89,0.000007,0,3,3,0,3,3
29291027,,0,0.012695,168,0.000007,0,17,17,0,17,17
29290694,,0.000281,0.031728,1,0.000008,2,17,19,2,17,19
29286222,,0,0.003118,279,0.000007,0,13,13,0,13,13
29286157,,0,0.004861,100,0.000013,1,13,14,1,13,14
29215763,,0,0.016356,205,0.000007,0,13,13,0,13,13
29200866,,0,0.0033,48,0.000007,0,7,7,0,7,7
29180619,,0,0.006119,100,0.000007,0,19,19,0,19,19
29146938,,0,0.036323,1,0.000007,0,39,39,0,39,39
29116104,,0,0.00309,89,0.000007,0,10,10,0,10,10
29088781,,0,0.004143,89,0.000007,0,32,32,0,32,32
29047188,,0,0.011245,1,0.000009,2,32,34,2,32,34
28986348,,0,0.004243,89,0.000007,0,5,5,0,5,5
28976962,,0.001358,0.009052,100,0.000019,12,28,40,12,28,40
28947987,,0.000585,0.004175,89,0.000008,5,15,20,5,15,20
28936272,,0,0.006948,5,0.000007,0,19,19,0,19,19
28928839,,0,0.005907,24,0.000007,0,15,15,0,15,15
28924212,,0,0.003457,35,0.000007,0,6,6,0,6,6
28905878,,0.000008,0.003442,140,0.000008,1,18,19,1,18,19
28881617,,0,0.003486,231,0.000007,0,8,8,0,8,8
28858227,,0.000026,0.011503,100,0.000015,3,51,54,3,51,54
28855565,,0,0.002704,184,0.000007,0,3,3,0,3,3
28852190,,0,0.011853,1,0.000007,0,10,10,0,10,10
28830573,,0,0.003866,1,0.000007,0,12,12,0,12,12
28814288,,0,0.015538,89,0.000007,0,44,44,0,44,44
28808214,,0,0.002707,231,0.000007,0,3,3,0,3,3
28794804,,0.000189,0.055991,1,0.000008,3,47,50,3,47,50
28792971,,0,0.002649,89,0.000007,0,1,1,0,1,1
28781887,,0,0.004689,140,0.000007,0,17,17,0,17,17
28738860,,0.00007,0.004254,89,0.00001,2,13,15,2,13,15
28736756,,0,0.003404,89,0.000007,0,3,3,0,3,3
28714471,,0,0.018041,1,0.000007,0,15,15,0,15,15
