PMID
1598904
7473818
7478429
7478543
7481765
7490069
7490091
7493024
7495979
7507078
7511021
7511052
7519878
7529047
7545954
7546835
7547224
7547634
7547636
7550349
7553629
7553759
7567834
7571905
7581362
7585472
7587109
7590247
7606717
7611277
7614477
7616636
7625512
7627958
7648160
7652167
7656596
7658809
7663517
7669583
7669588
7675458
7677139
7685630
7705697
7707420
7713491
7720043
7734302
7742725
7744589
7752420
7753812
7759075
7759076
7769911
7774924
7774925
7774926
7774935
7781788
7789975
7794027
7795632
7795636
7795652
7795653
7820489
7825586
7825587
7827156
7829067
7829082
7833928
7835800
7837387
7837392
7845668
7846977
7852187
7866981
7869550
7874107
7874485
7880596
7891376
7891762
7891765
7892884
7894491
7894492
7894493
7904689
7907678
7907942
7914742
7915813
7922985
7939630
7942844
7951316
7954448
7959292
7977348
7981072
7987315
7987639
7987646
7987831
7999429
7999466
8007694
8013003
8024576
8038990
8039134
8062169
8069304
8075631
8076936
8085754
8091066
8091231
8093792
8096358
8097005
8098014
8116068
8116621
8116622
8117599
8125484
8151327
8168077
8169978
8197773
8221639
8242614
8244378
8244380
8252342
8281142
8281156
8283492
8290255
8302608
8352830
8364930
8389226
8401501
8406509
8434413
8454289
8460635
8460637
8460640
8460643
8460646
8529999
8531967
8531968
8533757
8533776
8536958
8538041
8541881
8547394
8548703
8550241
8554067
8558628
8558713
8559544
8564955
8566965
8571953
8573439
8573446
8573451
8573462
8573465
8575748
8575845
8589706
8589721
8589722
8589723
8589730
8595420
8600523
8602196
8602197
8602198
8602199
8603070
8605099
8605112
8606385
8609789
8610259
8614840
8616748
8616762
8619132
8620417
8622478
8630282
8632895
8634696
8634697
8634698
8634990
8637708
8640235
8640236
8640237
8640808
8642955
8642956
8644702
8644703
8644752
8648868
8651293
8665505
8672929
8673091
8673092
8674039
8674108
8676668
8678487
8682513
8684125
8687214
8692154
8695152
8695765
8700509
8700521
8700535
8703123
8705994
8707299
8707769
8709756
8709940
8710380
8714791
8715465
8718525
8722746
8723683
8724215
8724217
8728689
8741802
8747400
8747927
8751855
8755457
8755943
8761410
8764110
8776600
8780884
8780885
8784888
8786111
8787054
8787076
8788019
8791126
8806241
8807330
8808710
8824721
8828444
8840964
8840967
8841191
8841192
8841228
8841747
8848674
8863152
8867588
8870999
8872468
8874470
8875189
8875917
8875986
8879357
8880569
8880869
8889551
8894635
8895509
8895988
8898735
8898983
8900426
8910495
8917547
8932340
8933332
8934036
8938427
8941429
8942979
8944023
8944024
8944062
8946903
8949022
8950667
8952643
8954804
8955125
8956054
8957093
8957501
8961970
8967721
8968102
8968716
8971464
8972225
8973301
8976125
8976369
8976406
8980241
8986274
8987214
8988162
8988179
8989632
8990217
8996544
8998184
9005288
9008167
9010228
9010238
9012404
9016727
9017003
9018120
9028816
9032395
9033168
9038264
9041180
9042907
9042908
9042909
9049291
9061278
9061281
9063481
9063749
9063750
9064396
9071571
9077645
9090474
9090499
9091664
9091675
9099656
9102202
9108587
9115959
9115962
9118561
9121519
9121520
9121521
9121522
9121523
9121524
9127359
9133444
9133456
9134530
9145676
9145677
9145678
9148160
9150148
9150149
9150150
9150151
9150153
9150154
9150156
9150171
9150173
9150174
9155062
9155518
9156281
9159119
9159158
9164266
9167459
9167997
9168735
9168997
9170764
9171368
9173760
9176386
9178910
9179070
9180858
9188464
9192828
9197534
9201250
9201666
9201670
9205094
9207057
9214724
9215675
9215771
9217624
9218874
9221812
9222971
9238812
9240915
9241077
9244350
9245992
9250353
9253392
9253520
9254622
9254884
9255577
9257197
9259561
9261099
9267023
9269993
9269994
9274127
9274454
9283605
9285788
9288052
9288771
9289637
9289638
9289639
9289640
9289641
9290954
9291910
9296070
9296497
9299249
9299260
9299581
9307185
9316177
9317174
9321930
9324551
9333265
9337069
9337356
9340835
9342365
9345101
9346939
9354803
9355572
9360844
9361038
9361452
9361585
9362169
9362443
9367693
9370070
9371798
9378159
9389568
9391879
9397200
9398051
9402165
9406579
9406583
9407954
9407955
9408751
9408754
9409841
9411474
9414390
9415688
9418320
9421204
9425226
9429140
9440731
9440762
9441775
9443863
9443979
9450187
9450858
9450863
9452076
9452084
9452097
9454883
9462681
9465809
9466696
9467939
9469321
9475087
9482581
9484622
9484627
9484819
9489482
9494611
9497100
9497246
9500773
9504233
9504681
9504854
9507390
9508180
9509273
9510469
9513726
9515792
9516977
9519877
9523200
9523210
9525870
9528852
9528858
9529600
9530348
9534190
9535786
9536083
9537001
9537232
9538124
9538156
9538157
9544765
9544766
9544851
9553742
9556788
9559296
9563465
9575175
9579377
9579428
9581822
9585599
9585613
9585617
9586400
9586873
9586874
9586917
9588361
9592181
9592184
9592202
9598872
9599022
9599078
9605638
9605646
9605807
9608069
9608246
9608943
9609997
9610465
9616287
9616736
9616738
9616739
9616755
9618944
9619832
9619837
9620724
9625172
9625424
9625861
9633840
9634504
9638266
9639385
9643283
9643825
9644442
9645467
9647529
9649133
9650038
9650154
9652604
9652611
9652774
9653194
9653432
9654203
9655254
9661879
9662340
9662397
9663595
9664122
9665148
9665150
9665464
9666805
9667259
9667663
9669814
9674697
9677103
9679245
9679765
9679991
9683359
9683786
9683810
9685507
9690990
9691806
9692553
9695328
9695977
9698466
9698609
9699523
9699640
9699648
9700175
9701363
9705932
9705934
9706364
9708796
9714446
9716060
9718599
9719625
9720270
9726814
9735416
9737787
9738006
9738598
9738869
9742920
9743298
9746028
9746681
9746686
9755806
9759367
9760198
9764635
9765620
9774970
9776762
9778046
9778168
9778625
9781026
9781057
9781059
9781655
9785966
9786365
9788437
9788557
9788724
9789027
9790407
9790802
9792861
9793009
9796697
9796975
9798686
9799090
9799248
9800471
9802263
9802270
9802282
9805131
9806612
9808526
9809029
9809041
9810006
9811458
9815295
9815585
9815648
9816013
9818066
9818226
9819477
9831109
9832031
9832896
9832899
9833771
9836072
9836472
9838122
9839517
9839523
9840523
9840533
9842965
9845764
9849441
9858813
9864887
9867368
9872327
9872332
9890178
9890972
9891229
9892109
9892727
9893652
9893667
9894790
9915565
9916952
9917577
9921907
9926942
9927062
9927063
9928476
9928543
9928546
9930365
9950212
9973246
9988226
9988281
10023017
10023316
10023674
10026184
10029077
10029436
10029450
10030809
10036974
10037104
10050867
10052688
10053113
10063581
10064388
10064397
10065429
10066082
10070866
10070953
10071299
10074913
10076219
10080590
10080618
10085126
10087311
10087939
10090482
10090719
10090881
10090911
10092133
10098775
10161380
10188308
10188893
10189988
10189990
10193517
10196224
10196379
10197592
10197594
10198641
10200350
10202133
10203282
10203646
10203660
10204401
10205268
10206068
10206407
10206409
10207641
10207643
10207644
10208417
10210766
10213514
10213572
10214508
10220145
10220405
10221342
10223244
10227398
10229196
10323242
10326698
10326710
10329379
10333246
10334549
10334989
10337719
10337991
10340909
10341343
10343884
10344217
10344722
10352130
10353781
10354832
10356923
10359546
10360664
10362364
10362365
10367417
10367887
10369075
10371336
10371343
10371344
10372578
10373498
10375022
10376643
10376644
10377759
10378346
10378691
10385558
10388011
10388122
10388131
10388472
10389907
10389980
10395800
10398279
10398429
10402055
10403822
10406662
10408690
10413426
10413427
10417300
10422801
10424783
10426999
10428326
10430073
10432928
10435598
10435628
10435912
10436674
10441573
10441598
10442317
10444347
10446958
10447004
10447273
10448115
10449599
10449606
10450858
10451451
10451452
10451700
10458128
10459348
10463575
10464609
10464624
10464625
10464630
10464631
10464632
10464638
10464641
10464643
10464672
10467410
10469748
10469755
10469756
10472776
10479726
10480351
10480358
10486320
10487631
10489161
10490643
10491526
10493508
10495568
10498392
10498869
10502775
10502781
10505028
10505039
10506595
10506754
10507777
10508480
10510943
10523726
10525392
10526284
10526669
10528224
10528853
10531007
10531328
10539900
10542266
10545425
10548311
10550005
10550055
10550129
10550133
10550164
10553024
10559788
10560359
10571946
10571958
10572557
10572559
10573018
10577927
10577940
10580847
10584720
10586331
10592755
10593998
10595253
10595255
10595257
10595259
10595268
10595277
10597224
10597248
10597265
10597274
10600309
10601368
10601383
10602154
10602489
10609497
10612493
10612497
10612800
10615237
10620440
10625400
10629549
10630170
10630175
10630176
10630177
10630183
10630184
10630641
10630642
10634513
10635299
10635334
10637076
10638982
10639738
10642429
10644434
10652533
10654432
10655477
10655892
10657950
10659732
10660329
10660629
10662541
10664249
10665131
10665596
10665701
10667217
10667421
10667468
10667571
10667592
10667595
10668218
10668499
10671920
10675491
10676562
10679919
10682662
10682686
10684699
10684722
10685639
10686936
10693180
10696733
10697185
10697533
10699917
10704738
10706125
10709098
10713690
10717532
10717622
10718491
10720440
10723138
10724175
10728676
10728699
10728701
10730478
10733239
10737987
10739701
10739756
10741697
10744124
10749023
10749897
10749912
10752678
10753214
10753542
10753787
10755396
10755399
10757645
10762009
10764811
10767628
10767783
10769725
10770566
10771370
10773883
10782928
10783165
10785486
10787220
10788334
10790213
10790221
10792030
10794360
10794361
10794482
10794806
10797254
10797299
10797419
10797590
10799749
10800284
10802899
10803459
10804288
10805949
10805950
10805951
10806298
10806355
10806719
10807385
10807537
10810408
10811118
10811497
10811679
10815696
10817354
10818392
10818594
10818710
10819531
10819532
10819533
10819534
10819535
10819536
10819537
10824194
10827109
10835497
10841315
10843985
10851077
10852372
10853463
10854487
10854492
10854793
10854945
10855792
10856109
10859009
10860223
10861460
10861679
10862036
10862044
10862052
10862837
10864338
10865683
10866028
10866029
10866324
10868478
10872502
10873626
10874312
10880552
10882335
10882856
10882857
10882858
10883018
10884389
10884804
10885351
10885601
10889864
10893664
10894872
10896846
10897034
10901363
10901555
10903898
10904085
10905363
10911419
10917555
10918170
10918303
10918394
10919637
10919664
10921314
10926794
10926816
10928095
10928993
10929847
10931243
10932184
10937043
10938285
10942534
10943845
10944226
10945492
10945975
10946236
10946349
10946614
10948320
10951344
10952097
10952774
10952777
10954253
10954590
10955825
10957681
10958937
10959836
10961349
10962436
10962444
10962562
10962578
10963002
10964110
10966850
10968458
10969800
10972993
10976398
10978226
10980541
10985881
10989982
10989983
10991937
10995809
10996734
10997542
11001824
11003560
11003642
11004669
11004687
11006035
11006407
11013276
11013444
11013445
11013448
11015464
11016617
11016625
11016951
11018378
11022626
11027532
11029525
11030417
11034064
11034065
11034101
11034530
11036113
11039575
11042697
11044354
11044356
11044644
11044645
11045219
11050427
11053450
11056688
11058866
11058900
11059339
11059753
11060330
11060334
11060335
11060336
11060337
11060338
11060339
11063672
11067843
11070646
11071894
11072151
11072248
11073541
11076055
11077440
11079159
11080904
11084459
11084537
11085509
11091606
11091610
11091655
11091985
11092370
11093813
11094302
11094304
11097234
11100717
11102977
11102978
11102986
11103373
11103814
11104455
11104622
11104623
11106241
11108640
11109172
11110602
11110848
11112219
11113434
11113439
11114888
11115532
11117786
11118465
11118466
11121624
11123386
11123866
11125943
11126365
11127913
11129340
11130383
11133358
11136250
11139249
11139251
11139324
11139339
11142757
11142766
11145091
11146438
11147808
11149413
11149425
11156380
11156388
11156529
11156531
11158174
11159737
11161856
11162473
11163768
11164320
11169568
11170347
11170749
11170903
11173152
11173562
11173637
11175350
11175491
11178982
11179017
11179671
11179768
11180447
11180449
11180585
11180604
11181458
11181654
11183185
11185523
11191113
11191790
11192759
11196174
11196187
11198956
11199332
11200774
11205230
11207040
11207042
11207349
11208888
11213491
11216667
11220657
11221545
11221880
11231326
11234491
11235989
11237395
11237519
11238060
11239454
11239752
11239959
11240689
11240757
11242102
11244506
11248061
11248423
11250674
11250679
11250680
11250681
11250682
11250683
11250690
11250694
11250695
11250722
11250724
11250747
11251173
11251181
11251959
11256609
11257103
11257104
11257107
11257228
11260866
11263927
11263928
11263938
11263939
11270897
11275508
11278247
11278964
11280948
11281714
11284038
11291047
11291049
11291558
11295099
11301010
11304778
