"Source","Target"
17987322,10837071
17990982,10837071
17993615,8145033
17996064,14525967
17997719,16603398
17997988,10837071
18005262,8145033
18006082,14525967
18022360,18022362
18022360,18022363
18034886,10837071
18046456,8145033
18056355,8145033
18056411,16603398
18057251,14525967
18060035,14525967
18062793,14525967
18078692,10837071
18079694,10837071
18079694,16603398
18086388,14525967
18086859,10837071
18157162,10837071
18159232,8145033
18160476,8145033
18174337,14525967
18179856,15494428
18180283,16603398
18182117,10837071
18194273,8145033
18194645,18022362
18194645,18022363
18200661,10837071
18216101,10837071
18216269,10837071
18216269,16603398
18217958,10837071
18218127,14525967
18218696,18048652
18218852,10837071
18222124,10837071
18239685,10837071
18240343,15494428
18241347,18048652
18256700,8145033
18268321,14525967
18268354,8145033
18280234,10837071
18280734,10837071
18281465,16603398
18281715,18048652
18282241,8145033
18283493,8145033
18285701,18048652
18287044,16603398
18287053,16603398
18292209,15494428
18292232,10837071
18296636,8145033
18298656,15494428
18299338,14525967
18303997,8145033
18304383,18048652
18307515,15494428
18321863,10837071
18321964,14525967
18326498,16603398
18332234,14525967
18335517,10837071
18336980,10837071
18337560,8145033
18342009,16603398
18347055,16603398
18355884,10837071
18362138,14525967
18362169,10837071
18369137,18048652
18369152,10837071
18369371,18022362
18369371,18022363
18372427,10837071
18373740,15494428
18373886,18048652
18382670,10837071
18382763,16603398
18387207,8145033
18388305,15494428
18392144,18048652
18393403,10837071
18400975,8145033
18401342,10837071
18408747,10837071
18410515,18048652
18411313,18048652
18413714,18022362
18413730,10837071
18414382,8145033
18415070,18048652
18417479,18048652
18421379,8145033
18427729,15494428
18431520,14525967
18433727,18048652
18434302,10837071
18434510,18048652
18434593,18022362
18439892,18022362
18439892,18022363
18440219,10837071
18443097,8145033
18443658,10837071
18450452,16603398
18451868,18022362
18451868,18022363
18452580,10837071
18458097,10837071
18460349,10837071
18464796,18048652
18469529,18048652
18471544,18022362
18483372,8145033
18483718,18048652
18484093,18048652
18485203,14525967
18490445,10837071
18490457,8145033
18490491,10837071
18490759,14525967
18493041,18048652
18493986,15494428
18500392,10837071
18510572,8145033
18514317,14525967
18515173,10837071
18516089,16603398
18519650,10837071
18521010,10837071
18523242,14525967
18523248,10837071
18523269,14525967
18524826,8145033
18534373,15494428
18535581,16603398
18538610,14525967
18539903,14525967
18541671,10837071
18550525,14525967
18551186,10837071
18558493,14525967
18560586,18048652
18566439,15494428
18573886,18048652
18573901,14525967
18575622,15494428
18581287,18048652
18583959,10837071
18586252,14525967
18588665,8145033
18591233,8145033
18593332,14525967
18593903,18048652
18596135,14525967
18599182,14525967
18604220,18048652
18606850,18022362
18606850,18022363
18606854,18022362
18606854,18022363
18612428,15494428
18613644,8145033
18613846,15494428
18614752,18048652
18617512,10837071
18617513,16603398
18618110,8145033
18621737,16603398
18621737,18022362
18621737,18022363
18624725,15494428
18624757,18048652
18624758,18048652
18624759,18048652
18624769,18048652
18625732,14525967
18625757,15494428
18625843,18048652
18628823,10837071
18628832,8145033
18635759,16603398
18635828,15494428
18637071,14525967
18653464,8145033
18655773,10837071
18655850,18048652
18656340,15494428
18657206,8145033
18662393,15494428
18662733,8145033
18665242,18048652
18667155,18048652
18668204,16603398
18674748,18048652
18677408,18022362
18677408,18022363
18678670,8145033
18679171,14525967
18684108,18022362
18684108,18022363
18684237,15494428
18684729,10837071
18687414,18048652
18692471,10837071
18692607,18048652
18697935,16603398
18697935,18022362
18697935,18022363
18701591,10837071
18701767,8145033
18702816,10837071
18703631,18048652
18708583,18022362
18708583,18022363
18711403,14525967
18713142,15494428
18716028,18048652
18716288,18048652
18716631,8145033
18717598,18022362
18719026,10837071
18719246,18048652
18724372,18022362
18724372,18022363
18725936,8145033
18727826,18048652
18728019,10837071
18728388,10837071
18728723,8145033
18755518,10837071
18768898,15494428
18771589,10837071
18774719,18048652
18775672,18022362
18775672,18022363
18778290,8145033
18779589,18048652
18779859,18048652
18782031,10837071
18783629,18048652
18787215,18048652
18791135,18048652
18794523,15494428
18794799,10837071
18799727,14525967
18800985,14525967
18802435,18048652
18803232,16603398
18805964,10837071
18806265,10837071
18808323,10837071
18810777,8145033
18817506,18048652
18818206,18048652
18821841,15494428
18822137,18022363
18824506,10837071
18827186,18022362
18829575,10837071
18829986,8145033
18829986,14525967
18831712,10837071
18832004,14525967
18834548,8145033
18835850,18048652
18841094,15494428
18843294,8145033
18851715,18022362
18851715,18022363
18852463,18048652
18852696,18048652
18854135,18022362
18854135,18022363
18922796,10837071
18922932,10837071
18923704,18048652
18926407,10837071
18929413,14525967
18930133,10837071
18931663,18022362
18931663,18022363
18936174,18048652
18937340,10837071
18937395,18022362
18937395,18022363
18940229,18048652
18941215,10837071
18941238,8145033
18941459,10837071
18945779,8145033
18947310,15494428
18947370,18048652
18947375,15494428
18948189,16603398
18948740,10837071
18953427,18022362
18954521,18022362
18954521,18022363
18957408,8145033
18957492,18048652
18974777,18022362
18974777,18022363
18976936,14525967
18977326,10837071
18978028,18048652
18981220,16603398
18981246,8145033
18983687,14525967
18987751,18048652
18988762,14525967
18988903,15494428
18996190,18048652
18997792,18022362
