"Target","Source"
9497246,23184082
9497246,23199085
9497246,23213100
9497246,23216834
9497246,23231005
9497246,23233716
9497246,23248761
9497246,23267305
9497246,23271408
9497246,23293602
9497246,23300655
9497246,23318652
9497246,23405268
9497246,23431300
9497246,23536787
9497246,23554638
9497246,23579217
9497246,23680028
9497246,23690926
9497246,23762064
9497246,23776375
9497246,23781229
9497246,23788959
9497246,23819023
9497246,23836079
9497246,23917453
9497246,23935836
9497246,23946868
9497246,24072553
9497246,24097974
9497246,24179442
9497246,24198482
9497246,24275135
9497246,24292448
9497246,24358278
9497246,24429628
9497246,24501658
9497246,24563347
9497246,24660075
9497246,24667084
9497246,24695549
9497246,24711870
9497246,24796968
9497246,24872733
9497246,24884479
9497246,24901479
9497246,24915755
9497246,24944648
9497246,24950059
9497246,24951267
9497246,24955283
9497246,24971890
9497246,25002817
9497246,25091735
9497246,25114845
9497246,25192939
9497246,25224030
9497246,25236687
9497246,25371446
9497246,25376862
9497246,25427996
9497246,25447904
9497246,25482078
9497246,25569233
9497246,25666348
9497246,25692038
9497246,25713430
9497246,25789047
9497246,25798252
9497246,25848941
9497246,25902343
9497246,25908947
9497246,25948675
9497246,25960719
9497246,26010605
9497246,26045257
9497246,26078790
9497246,26082944
9497246,26109977
9497246,26162567
9497246,26187060
9497246,26237476
9497246,26293705
9497246,26309417
9497246,26327783
9497246,26328548
9497246,26511885
9497246,26550133
9497246,26568913
9497246,26586665
9497246,26690337
9497246,26715507
9497246,26768420
9497246,26823519
9497246,26843614
9497246,26870808
9497246,26884819
9497246,26920070
9497246,26986251
9497246,26992017
9497246,26997744
9497246,27027444
9497246,27050030
9497246,27066510
9497246,27067391
9497246,27077130
9497246,27095945
9497246,27129401
9497246,27144062
9497246,27144894
9497246,27192130
9497246,27200080
9497246,27252788
9497246,27273131
9497246,27286002
9497246,27303907
9497246,27306910
9497246,27325848
9497246,27338744
9497246,27391110
9497246,27413415
9497246,27443514
9497246,27553291
9497246,27587993
9497246,27600412
9497246,27688728
9497246,27716388
9497246,27769992
9497246,27779110
9497246,27788678
9497246,27843583
9497246,27844253
9497246,27876019
9497246,27899083
9497246,28076950
9497246,28112991
9497246,28157161
9497246,28177912
9497246,28205045
9497246,28285341
9497246,28382102
9497246,28392550
9497246,28453507
9497246,28477017
9497246,28538673
9497246,28624978
9497246,28629773
9497246,28657222
9497246,28670351
9497246,28680148
9497246,28685084
9497246,28796317
9497246,28814288
9497246,28894848
9497246,28977883
9497246,29161300
9497246,29196913
9497246,29228967
9497246,29325452
9497246,29356578
9497246,29368425
9497246,29422015
9497246,29435039
9497246,29456844
9497246,29466291
9497246,29480828
9497246,29566657
9497246,29582646
9497246,29659587
9497246,29733510
9497246,29955703
9497246,29998082
9497246,30075794
9497246,30234181
9497246,30262796
9497246,30275608
12677558,14580253
12677558,14597750
12677558,14609432
12677558,14729816
12677558,15290653
12677558,15381934
12677558,15477862
12677558,15545966
12677558,15743497
12677558,15756256
12677558,15987451
12677558,15987458
12677558,16014699
12677558,16052221
12677558,16154817
12677558,16168130
12677558,16227521
12677558,16417652
12677558,16457692
12677558,16484695
12677558,16495917
12677558,16536962
12677558,16537453
12677558,16563180
12677558,16575876
12677558,16622123
12677558,16646800
12677558,16905680
12677558,16909138
12677558,17016486
12677558,17018160
12677558,17018815
12677558,17150001
12677558,17187672
12677558,17211471
12677558,17213823
12677558,17213827
12677558,17416853
12677558,17426707
12677558,17428320
12677558,17466083
12677558,17529967
12677558,17529973
12677558,17597882
12677558,17634833
12677558,17636425
12677558,17673440
12677558,17888188
12677558,17909205
12677558,17916242
12677558,17924331
12677558,17972172
12677558,17999359
12677558,18030340
12677558,18036997
12677558,18046629
12677558,18158280
12677558,18182601
12677558,18196574
12677558,18196605
12677558,18230020
12677558,18268124
12677558,18268356
12677558,18274079
12677558,18344704
12677558,18349832
12677558,18355772
12677558,18381459
12677558,18410690
12677558,18431501
12677558,18461147
12677558,18483851
12677558,18489799
12677558,18497862
12677558,18501021
12677558,18523885
12677558,18542066
12677558,18557994
12677558,18612136
12677558,18645608
12677558,18653701
12677558,18662409
12677558,18687797
12677558,18703817
12677558,18718648
12677558,18772892
12677558,18779604
12677558,18812548
12677558,18816319
12677558,18951447
12677558,19000599
12677558,19043619
12677558,19127552
12677558,19128425
12677558,19141360
12677558,19141781
12677558,19277124
12677558,19280625
12677558,19309274
12677558,19329713
12677558,19336560
12677558,19383374
12677558,19383375
12677558,19383379
12677558,19423517
12677558,19455369
12677558,19460581
12677558,19471317
12677558,19519208
12677558,19577280
12677558,19584272
12677558,19590058
12677558,19602282
12677558,19607694
12677558,19609668
12677558,19609726
12677558,19622357
12677558,19656415
12677558,19656774
12677558,19683094
12677558,19724277
12677558,19767587
12677558,19770511
12677558,19843326
12677558,19861671
12677558,19876733
12677558,19920816
12677558,19921428
12677558,19949876
12677558,19996031
12677558,20028858
12677558,20039063
12677558,20101300
12677558,20122277
12677558,20135344
12677558,20158306
12677558,20177093
12677558,20180014
12677558,20180971
12677558,20182637
12677558,20223009
12677558,20223030
12677558,20223033
12677558,20223045
12677558,20226239
12677558,20233462
12677558,20233478
12677558,20233480
12677558,20350313
12677558,20362325
12677558,20368571
12677558,20378548
12677558,20397150
12677558,20418484
12677558,20445803
12677558,20456938
12677558,20458532
12677558,20541936
12677558,20542480
12677558,20628528
12677558,20676756
12677558,20683447
12677558,20687957
12677558,20847884
12677558,20852631
12677558,20877337
12677558,20961453
12677558,20978178
12677558,20980697
12677558,21060860
12677558,21067532
12677558,21114847
12677558,21118973
12677558,21123638
12677558,21169536
12677558,21182766
12677558,21218854
12677558,21232165
12677558,21246292
12677558,21326245
12677558,21343941
12677558,21345144
12677558,21352566
12677558,21365268
12677558,21369831
12677558,21393566
12677558,21399666
12677558,21419771
12677558,21424757
12677558,21427728
12677558,21459759
12677558,21483040
12677558,21483806
12677558,21509758
12677558,21529750
12677558,21603858
12677558,21637102
12677558,21637635
12677558,21654687
12677558,21673951
12677558,21702907
12677558,21708937
12677558,21750719
12677558,21771338
12677558,21787400
12677558,21799032
12677558,21811309
12677558,21816897
12677558,21822267
12677558,21834074
12677558,21864353
12677558,21890493
12677558,21935911
12677558,21990299
12677558,22009719
12677558,22032724
12677558,22042950
12677558,22053997
12677558,22085629
12677558,22112691
12677558,22124624
12677558,22184484
12677558,22210863
12677558,22231042
12677558,22253144
12677558,22262852
12677558,22275985
12677558,22276018
12677558,22290208
12677558,22295226
12677558,22312502
12677558,22312537
12677558,22333603
12677558,22341969
12677558,22347400
12677558,22348646
12677558,22357897
12677558,22388872
12677558,22429596
12677558,22430266
12677558,22460208
12677558,22488460
12677558,22494806
12677558,22513257
12677558,22544547
12677558,22556274
12677558,22564716
12677558,22569005
12677558,22588560
12677558,22617326
12677558,22662244
12677558,22670098
12677558,22682623
12677558,22693372
12677558,22698908
12677558,22703186
12677558,22729394
12677558,22734169
12677558,22762150
12677558,22773955
12677558,22848303
12677558,22866004
12677558,22866093
12677558,22889855
12677558,22906755
12677558,22910930
12677558,22956590
12677558,22958637
12677558,22964868
12677558,22977638
12677558,23036981
12677558,23037493
12677558,23039163
12677558,23047606
12677558,23055798
12677558,23057551
12677558,23086584
12677558,23113073
12677558,23164213
12677558,23172369
12677558,23184400
12677558,23213100
12677558,23216834
12677558,23226154
12677558,23231005
12677558,23233716
12677558,23269703
12677558,23271408
12677558,23289006
12677558,23319948
12677558,23344037
12677558,23374397
12677558,23388117
12677558,23448386
12677558,23448497
12677558,23451180
12677558,23462720
12677558,23472070
12677558,23483928
12677558,23530095
12677558,23535505
12677558,23536787
12677558,23544013
12677558,23586058
12677558,23683081
12677558,23690142
12677558,23695013
12677558,23706288
12677558,23737681
12677558,23764426
12677558,23776357
12677558,23776375
12677558,23787919
12677558,23788797
12677558,23793601
12677558,23819023
12677558,23833688
12677558,23837641
12677558,23860382
12677558,23917453
12677558,23918944
12677558,23922822
12677558,23935381
12677558,23941127
12677558,23941236
12677558,23987739
12677558,24013928
12677558,24025454
12677558,24040146
12677558,24043945
12677558,24063014
12677558,24072553
12677558,24171766
12677558,24186304
12677558,24225019
12677558,24291072
12677558,24292448
12677558,24346285
12677558,24357849
12677558,24359602
12677558,24389207
12677558,24423863
12677558,24429628
12677558,24455306
12677558,24477976
12677558,24478985
12677558,24519767
12677558,24548884
12677558,24549055
12677558,24647774
12677558,24660075
12677558,24667084
12677558,24667779
12677558,24695549
12677558,24698998
12677558,24715835
12677558,24735105
12677558,24742220
12677558,24762560
12677558,24764694
12677558,24771937
12677558,24794065
12677558,24807107
12677558,24821107
12677558,24830819
12677558,24839250
12677558,24872733
12677558,24891549
12677558,24893124
12677558,24922460
12677558,25025957
12677558,25099575
12677558,25114845
12677558,25114862
12677558,25132793
12677558,25136594
12677558,25136623
12677558,25137022
12677558,25138101
12677558,25162013
12677558,25192939
12677558,25224030
12677558,25253900
12677558,25256238
12677558,25304112
12677558,25328138
12677558,25352972
12677558,25366075
12677558,25368521
12677558,25371446
12677558,25374063
12677558,25391615
12677558,25435541
12677558,25479140
12677558,25482078
12677558,25514409
12677558,25524463
12677558,25525466
12677558,25536192
12677558,25626062
12677558,25640009
12677558,25648828
12677558,25678824
12677558,25708717
12677558,25712765
12677558,25724305
12677558,25729416
12677558,25750544
12677558,25752479
12677558,25798433
12677558,25800897
12677558,25833843
12677558,25841594
12677558,25857409
12677558,25868867
12677558,25902343
12677558,25925750
12677558,25932169
12677558,25933682
12677558,25951739
12677558,25960719
12677558,25960720
12677558,26000714
12677558,26014596
12677558,26025000
12677558,26034659
12677558,26057449
12677558,26097557
12677558,26097796
12677558,26150446
12677558,26183948
12677558,26187060
12677558,26206555
12677558,26233224
12677558,26264902
12677558,26286255
12677558,26295337
12677558,26315354
12677558,26343159
12677558,26350354
12677558,26406445
12677558,26430151
12677558,26487094
12677558,26496879
12677558,26515461
12677558,26520360
12677558,26528110
12677558,26531312
12677558,26534844
12677558,26555178
12677558,26564481
12677558,26568913
12677558,26577764
12677558,26585765
12677558,26586665
12677558,26588056
12677558,26617728
12677558,26628872
12677558,26629501
12677558,26645001
12677558,26690337
12677558,26706041
12677558,26733283
12677558,26745875
12677558,26748927
12677558,26759468
12677558,26774741
12677558,26786860
12677558,26812021
12677558,26834851
12677558,26835363
12677558,26848859
12677558,26908327
12677558,26922077
12677558,26929738
12677558,26941449
12677558,26941959
12677558,26986251
12677558,26992017
12677558,26997744
12677558,27008870
12677558,27013479
12677558,27015555
12677558,27060914
12677558,27066510
12677558,27094481
12677558,27099272
12677558,27099641
12677558,27129401
12677558,27144062
12677558,27184417
12677558,27194814
12677558,27200296
12677558,27249773
12677558,27252788
12677558,27257824
12677558,27261275
12677558,27282546
12677558,27283172
12677558,27296296
12677558,27317574
12677558,27375968
12677558,27391110
12677558,27403073
12677558,27406733
12677558,27417594
12677558,27417623
12677558,27417805
12677558,27424772
12677558,27443514
12677558,27463617
12677558,27478869
12677558,27496222
12677558,27513445
12677558,27514838
12677558,27514841
12677558,27533253
12677558,27534398
12677558,27595995
12677558,27643881
12677558,27656653
12677558,27659521
12677558,27686855
12677558,27716388
12677558,27736844
12677558,27749552
12677558,27779110
12677558,27782108
12677558,27796678
12677558,27796716
12677558,27803593
12677558,27842325
12677558,27852980
12677558,27873046
12677558,27893411
12677558,27899083
12677558,27966054
12677558,28035019
12677558,28060958
12677558,28086974
12677558,28132390
12677558,28182268
12677558,28184293
12677558,28205045
12677558,28233473
12677558,28240969
12677558,28262780
12677558,28283652
12677558,28285341
12677558,28314837
12677558,28357044
12677558,28398847
12677558,28402748
12677558,28405812
12677558,28406427
12677558,28407998
12677558,28419251
12677558,28423363
12677558,28443200
12677558,28448435
12677558,28454587
12677558,28476184
12677558,28477017
12677558,28538673
12677558,28569220
12677558,28591191
12677558,28612125
12677558,28629773
12677558,28637432
12677558,28638793
12677558,28665051
12677558,28680148
12677558,28693174
12677558,28706734
12677558,28794804
12677558,28814288
12677558,28831036
12677558,28874143
12677558,28904335
12677558,28931403
12677558,28931501
12677558,28938488
12677558,28943953
12677558,28957949
12677558,28959512
12677558,28969709
12677558,28989926
12677558,29038425
12677558,29044548
12677558,29052111
12677558,29053726
12677558,29146938
12677558,29150481
12677558,29201868
12677558,29228641
12677558,29238749
12677558,29255348
12677558,29258857
12677558,29262565
12677558,29262670
12677558,29270046
12677558,29271107
12677558,29275340
12677558,29285044
12677558,29294048
12677558,29298171
12677558,29301572
12677558,29311658
12677558,29339979
12677558,29356578
12677558,29368425
12677558,29371908
12677558,29383094
12677558,29400552
12677558,29435039
12677558,29435563
12677558,29459887
12677558,29464354
12677558,29466291
12677558,29541174
12677558,29547931
12677558,29565421
12677558,29653920
12677558,29659587
12677558,29662617
12677558,29685123
12677558,29719442
12677558,29770616
12677558,29797793
12677558,29861850
12677558,29907814
12677558,29977456
12677558,29998082
12677558,30021754
12677558,30049195
12677558,30065615
12677558,30089796
12677558,30090744
12677558,30134520
12677558,30156052
12677558,30181513
12677558,30211169
12677558,30234181
12677558,30236776
12677558,30344835
12677558,30371347
21720365,21746896
21720365,21772823
21720365,21798893
21720365,21803805
21720365,21817115
21720365,21858223
21720365,21892161
21720365,21908773
21720365,21931712
21720365,21941283
21720365,21949640
21720365,21953469
21720365,21985277
21720365,21990067
21720365,21990299
21720365,22006311
21720365,22011170
21720365,22053303
21720365,22065722
21720365,22071625
21720365,22073136
21720365,22076125
21720365,22090379
21720365,22101487
21720365,22102435
21720365,22102578
21720365,22131877
21720365,22133722
21720365,22139894
21720365,22144423
21720365,22147957
21720365,22150006
21720365,22163003
21720365,22174260
21720365,22174824
21720365,22180401
21720365,22185227
21720365,22194851
21720365,22194930
21720365,22214849
21720365,22235203
21720365,22236809
21720365,22237701
21720365,22242939
21720365,22246208
21720365,22260482
21720365,22262733
21720365,22266861
21720365,22274685
21720365,22274690
21720365,22278382
21720365,22282663
21720365,22293752
21720365,22295145
21720365,22300766
21720365,22301131
21720365,22301132
21720365,22303362
21720365,22306135
21720365,22306204
21720365,22322968
21720365,22328975
21720365,22329458
21720365,22331912
21720365,22333033
21720365,22342180
21720365,22348002
21720365,22355333
21720365,22355468
21720365,22391210
21720365,22396450
21720365,22396451
21720365,22396495
21720365,22397650
21720365,22401667
21720365,22403726
21720365,22405464
21720365,22408643
21720365,22409458
21720365,22415235
21720365,22416079
21720365,22417201
21720365,22421440
21720365,22422403
21720365,22422451
21720365,22424236
21720365,22429596
21720365,22443377
21720365,22445068
21720365,22445484
21720365,22446384
21720365,22458606
21720365,22479643
21720365,22487539
21720365,22495314
21720365,22505474
21720365,22505475
21720365,22506137
21720365,22510765
21720365,22512864
21720365,22514011
21720365,22516585
21720365,22531354
21720365,22531637
21720365,22532440
21720365,22534183
21720365,22536442
21720365,22544022
21720365,22545051
21720365,22550129
21720365,22555088
21720365,22567123
21720365,22570537
21720365,22576175
21720365,22576213
21720365,22579790
21720365,22580577
21720365,22585163
21720365,22585860
21720365,22585861
21720365,22588155
21720365,22588877
21720365,22590536
21720365,22590557
21720365,22592801
21720365,22609632
21720365,22610119
21720365,22613842
21720365,22617326
21720365,22624712
21720365,22637570
21720365,22644307
21720365,22661305
21720365,22665440
21720365,22666502
21720365,22673632
21720365,22685209
21720365,22687175
21720365,22705797
21720365,22710723
21720365,22711857
21720365,22719973
21720365,22722839
21720365,22733541
21720365,22735379
21720365,22751462
21720365,22759861
21720365,22761580
21720365,22764765
21720365,22773520
21720365,22779056
21720365,22787427
21720365,22789535
21720365,22796942
21720365,22797305
21720365,22810696
21720365,22817889
21720365,22833495
21720365,22833573
21720365,22839576
21720365,22839973
21720365,22845482
21720365,22851646
21720365,22858243
21720365,22858688
21720365,22864111
21720365,22878650
21720365,22896656
21720365,22896676
21720365,22899649
21720365,22904074
21720365,22905095
21720365,22908275
21720365,22912392
21720365,22923510
21720365,22925884
21720365,22930283
21720365,22933245
21720365,22935582
21720365,22941188
21720365,22942254
21720365,22952919
21720365,22954683
21720365,22956860
21720365,22959562
21720365,22960745
21720365,22962493
21720365,22964433
21720365,22965149
21720365,22967087
21720365,22970210
21720365,22970311
21720365,22970327
21720365,22973298
21720365,22974323
21720365,22975378
21720365,22977115
21720365,22980975
21720365,22986455
21720365,22988449
21720365,23000897
21720365,23006666
21720365,23008289
21720365,23010348
21720365,23014630
21720365,23019585
21720365,23028188
21720365,23029043
21720365,23029477
21720365,23033966
21720365,23034185
21720365,23046488
21720365,23047548
21720365,23047606
21720365,23055523
21720365,23055531
21720365,23055974
21720365,23056589
21720365,23057551
21720365,23066107
21720365,23069641
21720365,23074142
21720365,23078675
21720365,23095324
21720365,23105932
21720365,23106814
21720365,23109879
21720365,23110199
21720365,23114871
21720365,23124507
21720365,23128226
21720365,23132910
21720365,23134756
21720365,23139805
21720365,23145359
21720365,23158523
21720365,23162758
21720365,23175120
21720365,23178814
21720365,23180788
21720365,23181723
21720365,23183705
21720365,23184638
21720365,23200914
21720365,23200915
21720365,23201680
21720365,23221341
21720365,23228031
21720365,23232254
21720365,23232571
21720365,23232854
21720365,23233093
21720365,23246380
21720365,23248761
21720365,23257362
21720365,23273547
21720365,23274563
21720365,23275034
21720365,23284693
21720365,23284754
21720365,23287472
21720365,23289505
21720365,23300411
21720365,23300757
21720365,23301059
21720365,23303602
21720365,23303603
21720365,23307060
21720365,23315066
21720365,23318260
21720365,23319768
21720365,23319948
21720365,23323831
21720365,23324396
21720365,23326577
21720365,23333522
21720365,23336014
21720365,23340843
21720365,23341493
21720365,23344037
21720365,23344261
21720365,23346316
21720365,23354438
21720365,23359684
21720365,23360797
21720365,23363777
21720365,23372550
21720365,23372714
21720365,23377183
21720365,23378270
21720365,23378788
21720365,23381004
21720365,23382894
21720365,23383610
21720365,23383675
21720365,23385974
21720365,23390377
21720365,23393560
21720365,23393606
21720365,23396013
21720365,23406336
21720365,23406666
21720365,23408683
21720365,23408974
21720365,23408991
21720365,23410973
21720365,23415753
21720365,23418673
21720365,23424118
21720365,23424119
21720365,23430023
21720365,23431203
21720365,23433318
21720365,23443798
21720365,23445765
21720365,23454583
21720365,23462720
21720365,23466868
21720365,23467088
21720365,23468275
21720365,23468608
21720365,23472150
21720365,23476796
21720365,23478441
21720365,23482747
21720365,23484135
21720365,23493187
21720365,23499052
21720365,23504936
21720365,23515433
21720365,23522120
21720365,23525077
21720365,23527012
21720365,23528858
21720365,23528888
21720365,23528891
21720365,23535648
21720365,23535649
21720365,23535730
21720365,23535731
21720365,23536770
21720365,23536787
21720365,23537167
21720365,23538338
21720365,23540689
21720365,23550061
21720365,23550210
21720365,23552840
21720365,23555186
21720365,23555212
21720365,23555554
21720365,23558894
21720365,23558900
21720365,23569271
21720365,23569385
21720365,23571109
21720365,23573084
21720365,23577104
21720365,23584089
21720365,23587053
21720365,23589289
21720365,23589546
21720365,23591839
21720365,23595662
21720365,23598999
21720365,23599224
21720365,23610071
21720365,23610446
21720365,23613755
21720365,23630663
21720365,23633034
21720365,23633565
21720365,23634261
21720365,23634284
21720365,23636398
21720365,23637631
21720365,23666744
21720365,23690307
21720365,23706632
21720365,23716468
21720365,23717195
21720365,23718799
21720365,23720056
21720365,23723238
21720365,23723721
21720365,23728290
21720365,23729402
21720365,23730208
21720365,23738901
21720365,23741457
21720365,23742247
21720365,23743355
21720365,23743496
21720365,23747483
21720365,23755063
21720365,23759589
21720365,23760025
21720365,23760067
21720365,23761826
21720365,23765252
21720365,23770567
21720365,23772050
21720365,23774303
21720365,23774800
21720365,23777306
21720365,23780408
21720365,23785667
21720365,23791107
21720365,23792563
21720365,23793816
21720365,23800698
21720365,23804424
21720365,23818604
21720365,23819556
21720365,23820584
21720365,23822816
21720365,23825651
21720365,23825799
21720365,23839233
21720365,23839242
21720365,23840792
21720365,23842645
21720365,23846313
21720365,23867710
21720365,23867999
21720365,23869198
21720365,23872309
21720365,23884416
21720365,23885787
21720365,23889749
21720365,23892434
21720365,23900136
21720365,23916135
21720365,23917080
21720365,23917454
21720365,23922675
21720365,23934194
21720365,23934967
21720365,23940583
21720365,23945238
21720365,23954162
21720365,23956306
21720365,23962039
21720365,23964347
21720365,23965899
21720365,23975155
21720365,23975433
21720365,23977046
21720365,23983606
21720365,23986883
21720365,24002999
21720365,24008095
21720365,24009430
21720365,24018557
21720365,24019896
21720365,24022702
21720365,24023729
21720365,24037242
21720365,24037788
21720365,24043563
21720365,24044516
21720365,24045689
21720365,24045973
21720365,24055331
21720365,24061648
21720365,24062525
21720365,24062981
21720365,24063014
21720365,24063517
21720365,24064421
21720365,24065105
21720365,24068106
21720365,24069199
21720365,24069583
21720365,24070420
21720365,24071849
21720365,24071850
21720365,24071851
21720365,24074954
21720365,24086153
21720365,24089029
21720365,24092746
21720365,24096364
21720365,24103777
21720365,24105793
21720365,24113773
21720365,24120142
21720365,24120991
21720365,24121789
21720365,24127939
21720365,24128673
21720365,24129674
21720365,24130056
21720365,24132290
21720365,24136009
21720365,24136988
21720365,24141004
21720365,24149212
21720365,24151539
21720365,24154874
21720365,24161930
21720365,24167589
21720365,24170201
21720365,24175302
21720365,24178762
21720365,24184755
21720365,24187453
21720365,24195060
21720365,24195073
21720365,24200849
21720365,24201814
21720365,24202319
21720365,24204800
21720365,24205039
21720365,24218511
21720365,24218601
21720365,24221193
21720365,24223042
21720365,24223834
21720365,24225019
21720365,24239753
21720365,24240112
21720365,24240700
21720365,24250782
21720365,24256813
21720365,24260186
21720365,24264574
21720365,24265398
21720365,24265409
21720365,24265410
21720365,24265793
21720365,24265805
21720365,24267866
21720365,24268522
21720365,24280869
21720365,24292195
21720365,24297540
21720365,24297935
21720365,24302632
21720365,24303006
21720365,24314048
21720365,24320616
21720365,24330428
21720365,24332043
21720365,24336083
21720365,24336498
21720365,24338723
21720365,24349831
21720365,24359638
21720365,24362534
21720365,24363999
21720365,24366298
21720365,24366882
21720365,24374933
21720365,24377084
21720365,24377086
21720365,24382385
21720365,24385586
21720365,24386507
21720365,24387334
21720365,24394555
21720365,24398046
21720365,24403987
21720365,24418928
21720365,24434212
21720365,24446311
21720365,24448499
21720365,24449244
21720365,24464852
21720365,24465228
21720365,24465231
21720365,24465620
21720365,24466374
21720365,24469047
21720365,24475911
21720365,24478985
21720365,24479672
21720365,24488081
21720365,24489963
21720365,24492837
21720365,24504028
21720365,24504521
21720365,24505259
21720365,24511378
21720365,24520092
21720365,24520177
21720365,24521265
21720365,24521303
21720365,24521710
21720365,24532723
21720365,24551595
21720365,24552141
21720365,24553142
21720365,24554720
21720365,24560445
21720365,24561168
21720365,24562574
21720365,24563622
21720365,24564449
21720365,24564884
21720365,24565034
21720365,24565108
21720365,24565562
21720365,24574518
21720365,24578576
21720365,24579064
21720365,24586866
21720365,24587839
